5065,Camera Pro,PHOTOGRAPHY,4.1,7479,13M,"1,000,000+",False,0.0,Everyone,Photography,2018-04-16,5.4,4.0 and up
5066,Rоhi.af,NEWS_AND_MAGAZINES,4.8,46,46M,"1,000+",False,0.0,Everyone,News & Magazines,2017-05-01,1.0.1,4.1 and up
5067,HD Camera - silent shutter,PHOTOGRAPHY,4.0,26530,3.9M,"1,000,000+",False,0.0,Everyone,Photography,2018-07-23,2.3.5,3.2 and up
5068,AF Our Time to Shine,BUSINESS,,0,11M,100+,False,0.0,Everyone,Business,2017-07-17,v2.7.10.6,4.1 and up
5069,A Better Camera,PHOTOGRAPHY,4.1,76484,Varies with device,"5,000,000+",False,0.0,Everyone,Photography,2018-06-08,3.52,4.0 and up
5070,Auto Dslr Photo Effect : Auto Focus Effect,PHOTOGRAPHY,3.8,6,3.5M,"1,000+",False,0.0,Everyone,Photography,2018-02-20,1.6,4.0.3 and up
5071,"9GAG: Funny Gifs, Pics, Memes & Videos for IGTV",FAMILY,4.6,1450632,Varies with device,"10,000,000+",False,0.0,Teen,Entertainment,2018-08-03,Varies with device,Varies with device
5072,AF Johannesburg,FAMILY,,3,11M,100+,False,0.0,Everyone,Education,2017-05-02,1.0.3,4.1 and up
5073,PhotoScan by Google Photos,PHOTOGRAPHY,4.3,61990,Varies with device,"10,000,000+",False,0.0,Everyone,Photography,2018-02-09,1.5.1.182070924,5.0 and up
5074,Gun Strike Shoot,GAME,4.1,94761,17M,"10,000,000+",False,0.0,Teen,Action,2017-02-21,1.1.4,2.3 and up
5075,All Football - Latest News & Videos,SPORTS,4.6,152653,17M,"10,000,000+",False,0.0,Everyone,Sports,2018-08-03,3.0.5,4.1 and up
5076,50000 Free eBooks & Free AudioBooks,BOOKS_AND_REFERENCE,4.1,52312,11M,"5,000,000+",False,0.0,Teen,Books & Reference,2018-05-19,5.3.4,4.4 and up
5077,AppLock,TOOLS,4.4,4931562,Varies with device,"100,000,000+",False,0.0,Everyone,Tools,2018-06-11,Varies with device,Varies with device
5078,King of Avalon: Dragon Warfare,FAMILY,4.2,306652,64M,"10,000,000+",False,0.0,Everyone 10+,Strategy,2018-07-31,4.6.4,4.0.3 and up
5079,What's Up,LIFESTYLE,4.1,23453,10M,"1,000,000+",False,0.0,Everyone,Lifestyle,2017-10-26,2.0,4.0 and up
5080,Afterlight,PHOTOGRAPHY,4.3,50893,35M,"1,000,000+",False,0.0,Everyone,Photography,2014-11-20,1.0.6,4.0.3 and up
5081,Blurfoto : Auto blur photo background & DSLR focus,PHOTOGRAPHY,4.3,2215,12M,"500,000+",False,0.0,Everyone,Photography,2018-07-27,1.12,4.3 and up
5082,Blur,PHOTOGRAPHY,4.0,9013,2.4M,"1,000,000+",False,0.0,Everyone,Photography,2018-06-18,4.0.2,4.4 and up
5083,"AG Contacts, Premium edition",COMMUNICATION,4.5,88,3.7M,500+,False,5.0,Everyone,Communication,2018-05-18,8.05.18.14250,4.0.3 and up
5084,Ag PhD Field Guide,BOOKS_AND_REFERENCE,4.1,114,6.3M,"10,000+",False,0.0,Everyone,Books & Reference,2015-05-25,2.0,2.3 and up
5085,AG Drive 3D,GAME,3.8,164,22M,"10,000+",False,0.0,Everyone,Adventure,2015-03-20,1.0.1,2.3.3 and up
5086,Apps for SportsBєtting.ag - Bitcoin Welcome here!,SPORTS,,0,10.0M,"1,000+",False,0.0,Everyone,Sports,2017-12-11,1.0,4.0 and up
5087,"AG Contacts, Lite edition",COMMUNICATION,4.5,185,3.7M,"5,000+",False,0.0,Everyone,Communication,2018-05-18,8.05.18.14250,4.0.3 and up
5088,Ag Weather Tools,WEATHER,,0,4.6M,500+,False,0.0,Everyone,Weather,2018-01-09,1.0.1,5.0 and up
5089,Trimble Ag Mobile,PRODUCTIVITY,4.1,85,44M,"10,000+",False,0.0,Everyone,Productivity,2018-08-02,2.7.8,4.1 and up
5090,Ag Tools,TOOLS,,2,18M,"1,000+",False,0.0,Everyone,Tools,2017-09-27,1.0,4.0.3 and up
5091,Ag PhD Deficiencies,BOOKS_AND_REFERENCE,3.9,20,9.7M,"10,000+",False,0.0,Everyone,Books & Reference,2016-06-21,1.0,4.0.3 and up
5092,AG Screen Recorder,TOOLS,3.7,7,2.7M,"1,000+",False,0.0,Everyone,Tools,2018-04-03,3.0,5.0 and up
5093,SOLEM AG,TOOLS,,1,51M,"1,000+",False,0.0,Everyone,Tools,2017-09-19,1.0.2,4.0 and up
5094,AG Subway Simulator Mobile,FAMILY,4.5,623,47M,"5,000+",False,1.0,Everyone,Simulation,2018-06-02,1.3.0.6,4.1 and up
5095,AG Subway Simulator Lite,FAMILY,4.4,6738,56M,"100,000+",False,0.0,Everyone,Simulation,2018-06-08,1.2.6,4.1 and up
5096,Elim AG,LIFESTYLE,,7,Varies with device,100+,False,0.0,Everyone,Lifestyle,2017-03-31,1.0,4.2 and up
5097,EZ Ag Mobile,FINANCE,3.4,19,24M,"5,000+",False,0.0,Everyone,Finance,2017-08-12,9.0.00,3.0 and up
5098,AG Subway Simulator Pro,FAMILY,,0,Varies with device,"1,000+",False,0.0,Everyone,Simulation,2018-07-27,Varies with device,Varies with device
5099,BRL AG,TOOLS,,0,52M,100+,False,0.0,Everyone,Tools,2017-09-19,1.0.1,4.0 and up
5100,Oklahoma Ag Co-op Council,COMMUNICATION,,0,4.9M,10+,False,0.0,Everyone,Communication,2018-07-23,2.2.3,4.0.3 and up
5101,AG Fast Service Automotive,AUTO_AND_VEHICLES,,5,1.7M,100+,False,0.0,Everyone,Auto & Vehicles,2018-06-12,1.0.8,4.4 and up
5102,Ag PhD Soils,PRODUCTIVITY,2.3,3,16M,"1,000+",False,0.0,Everyone,Productivity,2018-07-16,1.24.1,4.4 and up
5103,All States Ag Parts,SHOPPING,4.7,68,6.5M,"10,000+",False,0.0,Everyone,Shopping,2018-01-25,5.26.0,5.0 and up
5104,VR AG Racing for Cardboard,GAME,3.4,13,27M,"1,000+",False,0.0,Everyone,Racing,2016-09-29,1.1,4.1 and up
5105,Safe Ag Systems™,BUSINESS,4.7,3,36M,100+,False,0.0,Everyone,Business,2018-07-22,2.0.3,4.0.3 and up
5106,Ag PhD Planting Population Calculator,BOOKS_AND_REFERENCE,,0,5.2M,"1,000+",False,0.0,Everyone,Books & Reference,2017-06-09,2.0,4.0.3 and up
5107,Ag Trucking Mobile App,PRODUCTIVITY,,0,43M,100+,False,0.0,Everyone,Productivity,2017-05-17,8.0,4.0.3 and up
5108,Lakeside AG Moultrie,LIFESTYLE,5.0,3,8.6M,50+,False,0.0,Everyone,Lifestyle,2017-05-23,1.0,4.1 and up
5109,Ag Guardian,PRODUCTIVITY,,1,2.0M,100+,False,0.0,Everyone,Productivity,2015-12-28,1.0.0,4.0 and up
5110,Wind & Weather Meter for Ag,WEATHER,,3,14M,"1,000+",False,0.0,Everyone,Weather,2016-03-14,v1.0,4.3 and up
5111,Ag Across America,FAMILY,,0,15M,10+,False,0.0,Everyone,Educational;Education,2018-05-15,1.0.0,4.1 and up
5112,Border Ag & Energy,BUSINESS,,0,12M,50+,False,0.0,Everyone,Business,2018-04-30,2.1,4.3 and up
5113,Ag-Pro Companies,BUSINESS,,0,45M,50+,False,0.0,Everyone,Business,2018-03-06,2.3.0,4.4 and up
5114,My Ag Report,PRODUCTIVITY,,1,3.2M,50+,False,0.0,Everyone,Productivity,2018-06-18,1.2,5.1 and up
5115,Alabama Ag Credit Ag Banking,FINANCE,,0,Varies with device,100+,False,0.0,Everyone,Finance,2018-02-09,5.3.4,4.4 and up
5116,AG EMS Tour,FAMILY,,3,62M,500+,False,0.0,Everyone,Entertainment,2017-05-05,1.35,4.0 and up
5117,Mix Tank – Tank Mixing Ag App,PRODUCTIVITY,3.6,64,15M,"10,000+",False,0.0,Everyone,Productivity,2017-10-16,4.2,4.4 and up
5118,Eternal Light AG,SOCIAL,5.0,30,13M,100+,False,0.0,Teen,Social,2018-05-19,1.04,4.0.3 and up
5119,AG test,TOOLS,,3,18M,100+,False,0.0,Everyone,Tools,2017-10-18,1.0.2,4.1 and up
5120,West Central Ag,BUSINESS,,3,1.7M,100+,False,0.0,Everyone,Business,2017-01-16,1.2,4.0 and up
5121,Platincoin Wallet - PLC Group AG,LIBRARIES_AND_DEMO,4.3,375,15M,"10,000+",False,0.0,Everyone,Libraries & Demo,2018-06-01,2.0.1,4.0.3 and up
5122,Tri-Ag (WV) FCU,FINANCE,,0,2.9M,100+,False,0.0,Everyone,Finance,2018-07-03,3.1.10,4.1 and up
5123,Ag PhD Soybean Diseases,BOOKS_AND_REFERENCE,,0,5.9M,"1,000+",False,0.0,Everyone,Books & Reference,2017-05-08,1.0.3,4.0.3 and up
5124,United Ag Cooperative,BUSINESS,,0,4.2M,5+,False,0.0,Everyone,Business,2018-04-27,30.0.0,4.4 and up
5125,Ag Valley Cooperative,BUSINESS,5.0,6,74M,500+,False,0.0,Everyone,Business,2017-06-26,2.3,4.0 and up
5126,Michael's AG Sound Board,FAMILY,,0,1.7M,1+,False,1.0,Everyone,Entertainment,2017-12-12,1.1,1.6 and up
5127,Ag-Power,BUSINESS,,0,47M,10+,False,0.0,Everyone,Business,2018-07-13,2.4.3,4.4 and up
5128,Fertilizer Removal By Crop,BOOKS_AND_REFERENCE,4.1,295,6.9M,"50,000+",False,0.0,Everyone,Books & Reference,2017-06-20,2.0.3,4.0.3 and up
5129,AG Track,TOOLS,4.1,12,8.7M,100+,False,0.0,Everyone,Tools,2018-03-23,3.3,4.0 and up
5130,Denis Brogniart - AH !,FAMILY,4.5,2931,818k,"100,000+",False,0.0,Everyone,Entertainment,2017-08-04,1.1,4.2 and up
5131,Freeland AH,MEDICAL,,0,28M,100+,False,0.0,Everyone,Medical,2017-12-18,300000.0.95,4.0.3 and up
5132,MD PAWS AH,MEDICAL,,0,29M,100+,False,0.0,Everyone,Medical,2018-02-23,300000.0.98,4.0.3 and up
5133,AH Connect (Adventist Health),HEALTH_AND_FITNESS,3.4,5,59M,"1,000+",False,0.0,Everyone,Health & Fitness,2018-01-23,3.5.1,4.4 and up
5134,Woodland AH,MEDICAL,,0,Varies with device,50+,False,0.0,Everyone,Medical,2018-02-02,300000.0.97,4.0.3 and up
5135,Mukwonago AH,MEDICAL,,1,29M,100+,False,0.0,Everyone,Medical,2017-06-29,300000.0.85,4.0.3 and up
5136,Angelcare AH,MEDICAL,,0,29M,50+,False,0.0,Everyone,Medical,2017-10-06,300000.0.91,4.0.3 and up
5137,WoW AH Tracker,TOOLS,2.9,33,Varies with device,"10,000+",False,0.0,Everyone,Tools,2018-07-23,Varies with device,Varies with device
5138,AH Kollection for KLWP,PERSONALIZATION,4.6,644,59M,"50,000+",False,0.0,Everyone,Personalization,2017-04-30,Version 1.20,4.4 and up
5139,Chenoweth AH,MEDICAL,5.0,1,27M,100+,False,0.0,Everyone,Medical,2017-04-03,300000.0.78,4.0.3 and up
5140,Sayers AH,MEDICAL,,0,29M,50+,False,0.0,Everyone,Medical,2018-01-17,300000.0.97,4.0.3 and up
5141,Claus Paws AH,MEDICAL,,1,29M,100+,False,0.0,Everyone,Medical,2017-12-08,300000.0.94,4.0.3 and up
5142,Denis Brogniart - AH 2 !,FAMILY,,4,14M,100+,False,0.0,Everyone,Entertainment,2017-10-28,1.0,2.1 and up
5143,Ah! Cutie,FAMILY,3.9,536,10M,"10,000+",False,0.0,Everyone,Casual,2017-06-27,2.0.0,4.0 and up
5144,AH Alarm Panel,TOOLS,3.9,7,81k,100+,False,5.0,Everyone,Tools,2011-05-12,1.2.0,1.5 and up
5145,Arrowhead AH App,MEDICAL,5.0,3,28M,100+,False,0.0,Everyone,Medical,2017-04-21,300000.0.80,4.0.3 and up
5146,Ah! Monster,FAMILY,4.1,1998,9.8M,"100,000+",False,0.0,Everyone,Casual,2017-06-21,4.0.0,4.0 and up
5147,Maricopa AH,MEDICAL,,0,29M,100+,False,0.0,Everyone,Medical,2018-07-16,300000.1.11,4.0.3 and up
5148,Kimbrough AH,MEDICAL,5.0,5,28M,100+,False,0.0,Everyone,Medical,2017-09-21,300000.0.90,4.0.3 and up
5149,The Ah Yeah! Button,FAMILY,3.0,30,318k,"5,000+",False,0.0,Everyone,Entertainment,2013-10-01,1.2,2.3 and up
5150,Bee'ah Employee App,COMMUNICATION,4.0,4,5.4M,100+,False,0.0,Teen,Communication,2017-12-24,2.26.5.0,5.0 and up
5151,Clarksburg AH,MEDICAL,1.0,1,28M,50+,False,0.0,Everyone,Medical,2017-05-01,300000.0.81,4.0.3 and up
5152,WAH AH,MEDICAL,,0,29M,100+,False,0.0,Everyone,Medical,2017-05-03,300000.0.80,4.0.3 and up
5153,Prestige AH,MEDICAL,4.0,2,29M,100+,False,0.0,Everyone,Medical,2017-05-11,300000.0.81,4.0.3 and up
5154,San Dimas AH,MEDICAL,,0,29M,100+,False,0.0,Everyone,Medical,2018-02-18,300000.0.97,4.0.3 and up
5155,Ah Bailar,FAMILY,,10,3.0M,100+,False,0.0,Everyone,Entertainment,2018-04-14,1.0,5.0 and up
5156,Ebenezer AH,MEDICAL,4.0,4,27M,500+,False,0.0,Everyone,Medical,2017-05-05,300000.0.79,4.0.3 and up
5157,Boston AH,MEDICAL,,1,29M,50+,False,0.0,Everyone,Medical,2017-11-30,300000.0.93,4.0.3 and up
5158,AH-1 Viper Cobra Ops - helicopter flight simulator,GAME,3.8,1088,86M,"100,000+",False,0.0,Teen,Action,2018-02-16,1.0.1,4.3 and up
5159,Ah !,FAMILY,,3,22M,50+,False,0.0,Everyone,Entertainment,2017-12-27,1.1.2,5.0 and up
5160,Kay AH GA,MEDICAL,,0,29M,1+,False,0.0,Everyone,Medical,2018-02-15,300000.0.97,4.0.3 and up
5161,Bayview Hill AH,MEDICAL,,0,29M,50+,False,0.0,Everyone,Medical,2018-06-06,300000.1.08,4.0.3 and up
5162,Hilltop AH,MEDICAL,,0,29M,100+,False,0.0,Everyone,Medical,2018-01-10,300000.0.96,4.0.3 and up
5163,Ah Ha Block,FAMILY,,2,16M,100+,False,0.0,Everyone,Casual,2017-07-09,1.0,4.0 and up
5164,AH Lake Villa,MEDICAL,,3,27M,100+,False,0.0,Everyone,Medical,2017-04-22,300000.0.78,4.0.3 and up
5165,Ferguson AH,MEDICAL,,0,29M,100+,False,0.0,Everyone,Medical,2017-07-17,300000.0.86,4.0.3 and up
5166,be'ah,HEALTH_AND_FITNESS,,5,5.7M,10+,False,0.0,Everyone,Health & Fitness,2018-03-28,1.0,2.3 and up
5167,Ah! Bird,SPORTS,3.5,1689,5.7M,"100,000+",False,0.0,Everyone,Sports,2017-08-29,1.5.062,4.3 and up
5168,Downers Grove AH,MEDICAL,,0,29M,100+,False,0.0,Everyone,Medical,2018-01-10,300000.0.96,4.0.3 and up
5169,AH! Soundboard,FAMILY,,11,2.0M,100+,False,0.0,Everyone,Entertainment,2017-09-21,1.1,4.1 and up
5170,Sherbourne AH,MEDICAL,,1,29M,50+,False,0.0,Everyone,Medical,2018-02-27,300000.0.98,4.0.3 and up
5171,Cathy AH,TOOLS,,0,20M,1+,False,0.0,Everyone,Tools,2018-07-16,1.0.4,4.1 and up
5172,Monticello AH,MEDICAL,,0,28M,50+,False,0.0,Everyone,Medical,2017-05-26,300000.0.84,4.0.3 and up
5173,Brandon Lakes AH,MEDICAL,2.6,5,27M,100+,False,0.0,Everyone,Medical,2017-05-05,300000.0.79,4.0.3 and up
5174,Forest Crossing AH,MEDICAL,,0,29M,10+,False,0.0,Everyone,Medical,2018-04-12,300000.1.01,4.0.3 and up
5175,Ah! Coins,GAME,3.4,256,9.1M,"50,000+",False,0.0,Everyone,Action,2016-12-08,1.0.0,2.3 and up
5176,Mitchell AH,MEDICAL,,0,29M,50+,False,0.0,Everyone,Medical,2018-05-23,300000.1.08,4.0.3 and up
5177,AH of Rocky Hill,MEDICAL,,0,29M,100+,False,0.0,Everyone,Medical,2017-11-24,300000.0.93,4.0.3 and up
5178,Replika,FAMILY,4.5,45458,35M,"1,000,000+",False,0.0,Mature 17+,Entertainment,2018-08-03,1.5.49,4.4 and up
5179,Ai illustrator viewer,ART_AND_DESIGN,3.4,486,5.9M,"100,000+",False,0.0,Everyone,Art & Design,2018-07-26,5.7,5.0 and up
5180,Real AI,FAMILY,3.8,949,1.2M,"50,000+",False,0.0,Everyone,Entertainment,2018-07-22,4.9,4.0 and up
5181,The Artificial Intelligence Project (A.I. Chat),FAMILY,3.0,76,39M,"5,000+",False,2.0,Everyone,Simulation,2018-03-29,1.2,2.3 and up
5182,Virtual Assistant DataBot: Artificial Intelligence,FAMILY,4.4,80927,27M,"1,000,000+",False,0.0,Everyone,Entertainment,2018-07-31,7.2.5,4.0 and up
5183,ALPHA - Artificial Intelligence,FAMILY,4.0,51,3.2M,"1,000+",False,0.0,Everyone,Entertainment,2018-06-03,1.3.4,4.0 and up
5184,Artificial Intelligence,FAMILY,3.9,339,4.2M,"50,000+",False,0.0,Everyone,Education,2018-04-05,6.2,4.0 and up
5185,Orbita AI — Exciting mobile puzzles & riddles,FAMILY,4.6,116973,31M,"1,000,000+",False,0.0,Everyone,Puzzle,2018-03-29,1.1.9.1,4.1 and up
5186,SMS AI Bot,TOOLS,3.8,89,3.9M,"10,000+",False,0.0,Everyone,Tools,2018-07-01,3.0.4,4.1 and up
5187,ChatBot AI Talking Girl,FAMILY,3.8,3597,25M,"100,000+",False,0.0,Everyone 10+,Entertainment,2018-07-31,1.0.16,4.0.3 and up
5188,Ai File Viewer,TOOLS,4.0,66,Varies with device,"10,000+",False,0.0,Everyone,Tools,2018-07-07,Varies with device,Varies with device
5189,Youper - AI Therapy,MEDICAL,4.6,1976,69M,"50,000+",False,0.0,Everyone,Medical,2018-08-03,6.02.000,6.0 and up
5190,ParaTek Ai Speech generator,TOOLS,3.6,448,4.3M,"50,000+",False,0.0,Everyone,Tools,2017-03-23,1.9,1.6 and up
5191,Extreme- Personal Voice Assistant,PRODUCTIVITY,4.4,25627,9.8M,"1,000,000+",False,0.0,Everyone,Productivity,2018-08-05,132,5.0 and up
5192,AI Face Beauty Analysis - IntelliFace (Free),BEAUTY,3.1,40,13M,"10,000+",False,0.0,Everyone,Beauty,2018-04-11,20,4.1 and up
5193,Robin - AI Voice Assistant,MAPS_AND_NAVIGATION,4.2,55313,16M,"1,000,000+",False,0.0,Everyone,Maps & Navigation,2018-08-05,4.435,4.1 and up
5194,Learn Artificial Intelligence,FAMILY,4.6,27,4.2M,"10,000+",False,0.0,Everyone,Education,2018-07-14,1.1.4,4.1 and up
