8073,Secret Codes For Android,TOOLS,3.6,6060,592k,"500,000+",False,0.0,Everyone,Tools,2016-02-04,2.0,2.1 and up
8074,Absolute RC Heli Simulator,SPORTS,3.9,654,50M,"10,000+",False,5.0,Everyone,Sports,2017-12-20,3.29,4.1 and up
8075,WiFi FPV,FAMILY,3.8,316,19M,"100,000+",False,0.0,Everyone,Entertainment,2017-06-01,1.8,2.2 and up
8076,CX Elevated,BUSINESS,,0,55M,50+,False,0.0,Everyone,Business,2018-02-01,1.0,4.1 and up
8077,go41cx,FAMILY,4.8,171,1.0M,"1,000+",False,10.0,Everyone,Education,2016-10-18,1.7.0,2.2 and up
8078,FlexRelease CX,BUSINESS,,4,2.0M,"1,000+",False,0.0,Everyone,Business,2016-07-25,1.5.0,2.3.3 and up
8079,Ambient CX,BUSINESS,,0,7.5M,5+,False,0.0,Everyone,Business,2017-05-09,1.0,2.3.3 and up
8080,QuestionPro - CX,BUSINESS,,1,16M,50+,False,0.0,Everyone,Business,2018-08-03,1.3,4.1 and up
8081,CX Network,BUSINESS,,0,10M,0+,False,0.0,Everyone,Business,2018-08-06,1.3.1,4.1 and up
8082,"Cymera Camera- Photo Editor, Filter,Collage,Layout",PHOTOGRAPHY,4.4,2418165,Varies with device,"100,000,000+",False,0.0,Everyone,Photography,2018-07-12,Varies with device,Varies with device
8083,CY Security Antivirus Cleaner,PRODUCTIVITY,4.5,75140,Varies with device,"1,000,000+",False,0.0,Everyone,Productivity,2018-01-02,Varies with device,Varies with device
8084,Freecell CY,GAME,4.0,387,1.1M,"50,000+",False,0.0,Everyone,Card,2011-04-16,1.3.3,1.6 and up
8085,Cytus II,GAME,4.7,16851,81M,"100,000+",False,2.0,Everyone 10+,Music,2018-08-03,1.5.0,4.4 and up
8086,Cy-Reader,FAMILY,4.8,17,15M,100+,False,0.0,Everyone,Education,2018-08-03,1.7,4.2 and up
8087,Cy-Fair FCU Mobile Banking,FINANCE,4.7,439,13M,"5,000+",False,0.0,Everyone,Finance,2018-01-30,5.7.1.0,5.0 and up
8088,Cytus,GAME,4.7,541732,20M,"5,000,000+",False,0.0,Everyone,Music,2018-02-09,10.0.10,2.3 and up
8089,Cy-Ranch,NEWS_AND_MAGAZINES,4.5,27,7.1M,500+,False,0.0,Everyone,News & Magazines,2018-05-06,7.5.0,4.1 and up
8090,Recycling Cy,LIFESTYLE,4.0,47,4.5M,"1,000+",False,0.0,Everyone,Lifestyle,2017-08-02,2.0,3.2 and up
8091,CY Konum,PERSONALIZATION,,1,1.3M,100+,False,0.0,Everyone,Personalization,2018-06-27,3.0,5.1 and up
8092,CY.SEND Online Top Up,FINANCE,3.2,191,10M,"10,000+",False,0.0,Everyone,Finance,2018-01-25,4.5.6,4.0 and up
8093,ABTO CY-ET1,TOOLS,,1,29M,100+,False,0.0,Everyone,Tools,2017-02-06,2.0.0.0,4.0 and up
8094,CY:ME - real time gps tracker,MAPS_AND_NAVIGATION,,8,749k,"1,000+",False,0.0,Everyone,Maps & Navigation,2013-09-28,1.08,2.2 and up
8095,Alpha Bank CY,FINANCE,4.7,39,20M,"1,000+",False,0.0,Everyone,Finance,2018-03-20,1.11,4.3 and up
8096,Cy Messenger,COMMUNICATION,4.5,4,8.1M,100+,False,0.0,Everyone,Communication,2014-08-30,1.3.0,2.3.3 and up
8097,Amadeus GR & CY,COMMUNICATION,,4,3.8M,100+,False,0.0,Everyone,Communication,2018-02-01,2.07,4.1 and up
8098,Igitabo cy'Indirimbo,FAMILY,4.5,93,1.6M,"50,000+",False,0.0,Everyone,Entertainment,2018-02-05,INDIRIMBO V.2014.002,1.6 and up
8099,Doctor Finder CY,MEDICAL,4.9,57,6.1M,"1,000+",False,0.0,Everyone,Medical,2015-11-11,1.7,3.0 and up
8100,Eshopcy.com.cy,SHOPPING,4.2,182,4.9M,"5,000+",False,0.0,Everyone,Shopping,2018-08-03,1.3,2.2 and up
8101,NOMISMA.com.cy by FMW,NEWS_AND_MAGAZINES,5.0,3,Varies with device,100+,False,0.0,Everyone,News & Magazines,2016-05-29,700,4.0 and up
8102,Cy-Fair VFD EMS Protocols,MEDICAL,5.0,2,20M,100+,False,0.0,Everyone 10+,Medical,2017-09-21,1.8.3,4.1 and up
8103,EUROBANK CY,FINANCE,,30,15M,100+,False,0.0,Everyone,Finance,2018-06-12,1.0.1,4.3 and up
8104,Cy-Fair Christian Church,LIFESTYLE,5.0,2,9.3M,100+,False,0.0,Everyone,Lifestyle,2017-08-03,24.8.1,4.1 and up
8105,Mediabox CY,FAMILY,,0,12M,10+,False,0.0,Everyone,Entertainment,2017-12-31,1.0,4.1 and up
8106,Capitalnews.com.cy,NEWS_AND_MAGAZINES,,0,3.9M,10+,False,0.0,Everyone,News & Magazines,2017-03-23,0.0.2,4.1 and up
8107,Shadowverse CCG,GAME,4.2,47340,61M,"1,000,000+",False,0.0,Teen,Card,2018-07-30,2.2.15,4.1 and up
8108,CY Digital Net,SHOPPING,4.7,3,5.8M,500+,False,0.0,Everyone,Shopping,2017-08-01,2.0.0,4.0 and up
8109,Cy-Fair Houston Chamber,BUSINESS,,0,5.0M,5+,False,0.0,Everyone,Business,2018-06-06,4.1.239,4.1 and up
8110,StudentLife.com.cy,NEWS_AND_MAGAZINES,,17,4.4M,100+,False,0.0,Everyone,News & Magazines,2017-03-14,1.0.11,4.1 and up
8111,Phone Clean Best Speed Booster,PRODUCTIVITY,4.5,81502,Varies with device,"1,000,000+",False,0.0,Everyone,Productivity,2018-03-29,Varies with device,Varies with device
8112,VAT check CY,BUSINESS,,0,642k,100+,False,0.0,Everyone,Business,2013-05-18,1.0.16,1.6 and up
8113,Cy's Elma Pharmacy,HEALTH_AND_FITNESS,,0,9.4M,10+,False,0.0,Everyone 10+,Health & Fitness,2018-06-28,7.4.8,4.0.3 and up
8114,CY Spray nozzle,BOOKS_AND_REFERENCE,,0,3.3M,10+,False,0.0,Everyone,Books & Reference,2017-08-03,1.01.00,4.0.3 and up
8115,LOCX Applock Lock Apps & Photo,PRODUCTIVITY,4.5,208543,Varies with device,"10,000,000+",False,0.0,Everyone,Productivity,2018-07-05,Varies with device,Varies with device
8116,Cymath - Math Problem Solver,FAMILY,4.5,10159,6.4M,"1,000,000+",False,0.0,Everyone,Education,2018-04-13,2.17,4.1 and up
8117,Rewards,FINANCE,3.8,57,4.0M,"5,000+",False,0.0,Everyone,Finance,2017-12-15,4.1,2.3 and up
8118,Army of Heroes,FAMILY,4.5,85015,46M,"1,000,000+",False,0.0,Everyone 10+,Strategy,2018-08-01,1.03.06,4.0 and up
8119,BibleRead En Cy Zh Yue,BOOKS_AND_REFERENCE,,0,12M,5+,False,0.0,Everyone,Books & Reference,2018-05-17,1.0,4.0 and up
8120,Math Solver,FAMILY,4.3,2250,30M,"100,000+",False,0.0,Everyone,Education,2017-11-21,1.2,4.1 and up
8121,SuperBikers 2,GAME,3.9,6200,Varies with device,"500,000+",False,0.0,Everyone 10+,Racing,2018-07-06,Varies with device,Varies with device
8122,Cyprus Bus Companion,MAPS_AND_NAVIGATION,3.9,112,1.4M,"10,000+",False,0.0,Everyone,Maps & Navigation,2013-12-26,1.3,2.2 and up
8123,Cyprus Police,SOCIAL,4.2,226,15M,"10,000+",False,0.0,Everyone 10+,Social,2018-01-31,1.122.250.1421,2.2 and up
8124,foody Cyprus - online ordering,SHOPPING,4.5,214,1.8M,"10,000+",False,0.0,Everyone,Shopping,2018-02-27,2.92,4.0.3 and up
8125,Death Dragon Knights RPG,FAMILY,4.1,11179,19M,"1,000,000+",False,0.0,Teen,Role Playing,2016-09-16,2.7,2.3 and up
8126,Camera360 Lite - Selfie Camera,PHOTOGRAPHY,4.4,221878,Varies with device,"10,000,000+",False,0.0,Everyone,Photography,2018-08-01,Varies with device,4.1 and up
8127,Bank Of Cyprus,FINANCE,4.1,1514,12M,"100,000+",False,0.0,Everyone,Finance,2018-02-14,1.1,4.1 and up
8128,Map of Cyprus offline,TRAVEL_AND_LOCAL,4.6,470,21M,"10,000+",False,0.0,Everyone,Travel & Local,2018-03-12,3.9,2.3 and up
8129,McDelivery Cyprus,FOOD_AND_DRINK,3.3,60,25M,"10,000+",False,0.0,Everyone,Food & Drink,2018-05-14,3.1.46 (CY02),4.3 and up
8130,CZ-USA,LIFESTYLE,4.5,11,3.4M,"1,000+",False,0.0,Everyone,Lifestyle,2016-03-01,1.0.2,4.0.3 and up
8131,CZ File Manager,TOOLS,2.2,876,8.7M,"1,000,000+",False,0.0,Everyone,Tools,2018-08-06,3.2.3,4.2 and up
8132,Security Camera CZ,HOUSE_AND_HOME,4.4,137,19M,"10,000+",False,0.0,Everyone,House & Home,2018-07-17,1.1.10,4.1 and up
8133,Šmelina .cz inzeráty inzerce,SHOPPING,3.9,117,9.8M,"10,000+",False,0.0,Everyone,Shopping,2018-05-13,1.3,4.0 and up
8134,Alzashop.com,SHOPPING,4.5,32014,18M,"500,000+",False,0.0,Everyone,Shopping,2018-08-03,Varies with device,Varies with device
8135,KFC CZ,LIFESTYLE,2.8,1189,18M,"100,000+",False,0.0,Everyone,Lifestyle,2018-06-27,5.1.0,4.0.3 and up
8136,Skylink Live TV CZ,FAMILY,3.3,2802,15M,"100,000+",False,0.0,Teen,Entertainment,2018-07-11,5.0,4.3 and up
8137,CZ-70 (CZ-50) pistol explained,BOOKS_AND_REFERENCE,,2,17M,10+,False,6.0,Everyone,Books & Reference,2016-11-02,Android 2.1 - 2015,1.6 and up
8138,Mapy.cz - Cycling & Hiking offline maps,MAPS_AND_NAVIGATION,4.5,56409,43M,"1,000,000+",False,0.0,Everyone,Maps & Navigation,2018-06-26,6.2.0,4.1 and up
8139,CZ-52 pistol explained,BOOKS_AND_REFERENCE,,0,9.3M,10+,False,6.0,Everyone,Books & Reference,2015-09-03,Android 3.0 - 2015,1.6 and up
8140,CZ-27 pistol explained,BOOKS_AND_REFERENCE,,1,11M,10+,False,6.0,Everyone,Books & Reference,2015-09-02,Android 3.0 - 2015,1.6 and up
8141,Online TV CZ/SK PRO,VIDEO_PLAYERS,3.1,167,2.0M,"1,000+",False,1.0,Everyone,Video Players & Editors,2018-06-21,3.3.2,4.0.3 and up
8142,Rande.cz,SOCIAL,3.2,398,2.2M,"50,000+",False,0.0,Mature 17+,Social,2014-12-03,1.0.1,2.3.3 and up
8143,Breweries (CZ/SK),LIFESTYLE,4.4,1740,4.4M,"50,000+",False,0.0,Teen,Lifestyle,2017-07-27,3.1.0,4.1 and up
8144,reality.cz,HOUSE_AND_HOME,4.1,1372,5.4M,"50,000+",False,0.0,Everyone,House & Home,2018-02-15,2.9.0,4.1 and up
8145,CZ-45 pistol explained,BOOKS_AND_REFERENCE,,1,12M,10+,False,5.5,Everyone,Books & Reference,2017-08-10,Android 3.1 - 2015,1.6 and up
8146,CZ-Help,BOOKS_AND_REFERENCE,5.0,2,1.4M,5+,False,0.0,Everyone,Books & Reference,2018-07-13,0.1,4.4 and up
8147,Hlášenírozhlasu.cz,COMMUNICATION,,0,17M,10+,False,0.0,Everyone,Communication,2018-07-27,2.1.3,4.1 and up
8148,signály.cz,SOCIAL,,38,881k,"1,000+",False,0.0,Everyone,Social,2013-05-09,1.1,2.2 and up
8149,CZ-Cyberon Voice Commander,TOOLS,3.8,131,3.3M,"1,000+",False,6.0,Everyone,Tools,2017-03-07,3.2.17030601,2.2 and up
8150,Pistolet CZ-70 CZ-50 expliqué,BOOKS_AND_REFERENCE,,0,17M,1+,False,6.0,Everyone,Books & Reference,2016-11-01,Android 2.0 - 2016,1.6 and up
8151,CZ-38 (vz 38) pistol explained,BOOKS_AND_REFERENCE,,0,13M,5+,False,6.0,Everyone,Books & Reference,2017-08-10,Android 3.1 - 2017,1.6 and up
8152,HTC Sense Input - CZ,TOOLS,4.3,87,7.3M,"10,000+",False,0.0,Everyone,Tools,2015-11-09,1.0.612933,5.0 and up
8153,WebCams,WEATHER,4.6,3963,23M,"100,000+",False,0.0,Everyone,Weather,2018-07-17,5.2.11,4.2 and up
8154,Wallpapers CZ 75 85,PERSONALIZATION,,0,12M,10+,False,0.0,Teen,Personalization,2018-04-12,1.0,4.1 and up
8155,SMS Sender - sluzba.cz,COMMUNICATION,,12,72k,"1,000+",False,0.0,Everyone,Communication,2012-06-01,2.00.00,2.0 and up
8156,Novinky.cz,NEWS_AND_MAGAZINES,3.7,2375,Varies with device,"100,000+",False,0.0,Everyone,News & Magazines,2017-02-23,Varies with device,Varies with device
8157,Wallpaper.cz,PHOTOGRAPHY,4.9,7,2.2M,100+,False,0.0,Everyone,Photography,2015-07-11,1.2.0,3.0 and up
8158,Strava.cz,SHOPPING,4.3,2221,Varies with device,"100,000+",False,0.0,Everyone,Shopping,2018-07-10,Varies with device,Varies with device
8159,CZ Kompas,TOOLS,5.0,2,3.5M,10+,False,0.0,Everyone,Tools,2018-07-09,1.1,4.0 and up
8160,Modlitební knížka CZ,BOOKS_AND_REFERENCE,,4,18M,500+,False,0.0,Everyone,Books & Reference,2018-02-04,4.0,4.0.3 and up
8161,Reksio cz. 1,BOOKS_AND_REFERENCE,,0,8.6M,10+,False,1.0,Everyone,Books & Reference,2015-03-30,1.0.1,4.0.3 and up
8162,MYTO CZ,MAPS_AND_NAVIGATION,2.9,30,4.8M,"5,000+",False,0.0,Everyone,Maps & Navigation,2016-02-17,1.2,4.1 and up
8163,PLAYzone.cz,FAMILY,4.4,14,7.3M,500+,False,0.0,Everyone,Entertainment,2017-11-07,2.1.3,4.1 and up
8164,Tools & Mi Band,HEALTH_AND_FITNESS,4.4,15753,13M,"100,000+",False,3.5,Everyone,Health & Fitness,2018-07-26,3.7.3,4.3 and up
8165,RoutePlan.cz,PRODUCTIVITY,,6,5.3M,100+,False,0.0,Everyone,Productivity,2018-06-06,2.5.4,4.0.3 and up
8166,TeeTime.cz,SPORTS,4.6,1641,6.2M,"10,000+",False,0.0,Everyone,Sports,2018-08-02,1.18.34,4.0 and up
8167,What is my IP address,TOOLS,4.5,4228,656k,"500,000+",False,0.0,Everyone,Tools,2018-07-02,2.95,4.0 and up
8168,Windguru Lite,WEATHER,4.0,9307,5.0M,"1,000,000+",False,0.0,Everyone,Weather,2018-01-09,2.0.8,4.4 and up
8169,Vira.cz Widget,LIFESTYLE,,86,601k,"1,000+",False,0.0,Everyone,Lifestyle,2016-06-15,1.0,2.2 and up
8170,Da Fit,SPORTS,3.5,1151,8.3M,"10,000+",False,0.0,Everyone,Sports,2018-07-23,v1.0.0-195-gb96d9f2,4.4 and up
8171,The House of Da Vinci,FAMILY,4.8,12400,Varies with device,"100,000+",False,5.0,Everyone,Puzzle,2018-06-14,1.0.4,4.1 and up
8172,Dan the Man: Action Platformer,GAME,4.8,528550,73M,"10,000,000+",False,0.0,Teen,Arcade,2018-07-26,1.2.6,4.1 and up
8173,Ghost Detector,FAMILY,3.5,35337,7.4M,"5,000,000+",False,0.0,Teen,Entertainment,2018-05-25,1.7.28,4.0 and up
8174,"Face Filter, Selfie Editor - Sweet Camera",PHOTOGRAPHY,4.7,142758,22M,"10,000,000+",False,0.0,Everyone,Photography,2018-07-06,1.5.1,4.4 and up
8175,Master for Minecraft(Pocket Edition)-Mod Launcher,TOOLS,4.6,2674051,26M,"50,000,000+",False,0.0,Everyone,Tools,2018-08-06,2.1.69,4.0.3 and up
8176,King of Math,FAMILY,4.4,766,14M,"10,000+",False,3.0,Everyone,Education;Education,2018-05-22,1.0.11,2.2 and up
8177,Translate: text & voice translator,TOOLS,4.3,122010,7.3M,"5,000,000+",False,0.0,Everyone,Tools,2018-07-14,Translator 10.9.2,4.0.3 and up
8178,The Zueira's Voice,TOOLS,4.7,136540,3.1M,"1,000,000+",False,0.0,Everyone,Tools,2018-07-10,4.75,4.0.3 and up
8179,Battery Calibration,TOOLS,4.4,134412,11M,"5,000,000+",False,0.0,Everyone,Tools,2018-07-27,3.0.5,4.4 and up
8180,FVD - Free Video Downloader,TOOLS,4.0,327914,Varies with device,"10,000,000+",False,0.0,Everyone,Tools,2018-04-11,Varies with device,Varies with device
8181,Thuglife Video Maker,FAMILY,3.5,38824,12M,"1,000,000+",False,0.0,Mature 17+,Entertainment,2018-01-21,2.4.1,5.0 and up
8182,MadLipz,FAMILY,4.6,171017,13M,"10,000,000+",False,0.0,Teen,Entertainment,2018-07-22,2.2.2,4.4 and up
8183,Soccer FC,SPORTS,3.9,6289,33M,"1,000,000+",False,0.0,Everyone,Sports,2016-07-21,1.2,2.3 and up
8184,Visage Lab – face retouch,PHOTOGRAPHY,3.5,49523,Varies with device,"5,000,000+",False,0.0,Everyone,Photography,2016-10-05,Varies with device,Varies with device
8185,Geometry Dash SubZero,GAME,4.6,260527,49M,"10,000,000+",False,0.0,Everyone,Arcade,2017-12-21,1.00,4.0 and up
8186,Escaping the Prison,FAMILY,4.2,419375,31M,"10,000,000+",False,0.0,Everyone 10+,Casual,2016-06-21,1.2.2,2.3 and up
8187,Metal Soldiers 2,GAME,4.4,153649,Varies with device,"10,000,000+",False,0.0,Teen,Action,2018-06-18,1.11.2,4.1 and up
8188,Quiz TRUE or FALSE,GAME,4.6,2464,34M,"50,000+",False,0.0,Everyone,Trivia,2018-02-13,1.1,4.1 and up
8189,Glam Doll Salon - Chic Fashion,FAMILY,4.0,93898,44M,"10,000,000+",False,0.0,Everyone,Casual,2017-05-26,1.10,4.1 and up
8190,Siren Ringtones,PERSONALIZATION,4.2,42190,11M,"5,000,000+",False,0.0,Teen,Personalization,2018-07-08,Varies with device,Varies with device
8191,Peppa Pig: Party Time,FAMILY,3.8,52,55M,"10,000+",False,3.0,Everyone,Educational;Pretend Play,2017-08-08,1.2.1,2.3 and up
8192,Download Manager for Android,TOOLS,4.1,420518,Varies with device,"10,000,000+",False,0.0,Everyone,Tools,2018-07-04,Varies with device,Varies with device
8193,COOKING MAMA Let's Cook!,FAMILY,4.3,528917,59M,"10,000,000+",False,0.0,Everyone,Educational;Pretend Play,2018-07-26,1.38.0,4.1 and up
8194,Run Sausage Run!,GAME,4.4,276105,Varies with device,"10,000,000+",False,0.0,Everyone 10+,Arcade,2018-08-01,Varies with device,4.1 and up
8195,Knife Hit,GAME,4.5,462614,60M,"10,000,000+",False,0.0,Everyone,Arcade,2018-05-22,1.7.2,4.0.3 and up
8196,The Visitor,GAME,4.1,39895,25M,"5,000,000+",False,0.0,Mature 17+,Adventure,2018-01-02,1.2.3,4.1 and up
8197,Just Dance Now,GAME,4.2,794058,56M,"10,000,000+",False,0.0,Everyone,Music,2018-06-12,2.3.0,4.4 and up
