,App,Category,Rating,Reviews,Size,Installs,Free,Price_dollars,Content Rating,Genres,Last Updated,Current Ver,Android Ver
2036,Number Counting games for toddler preschool kids,FAMILY,4.3,1024,Varies with device,"1,000,000+",False,0.0,Everyone,Educational;Education,2018-05-28,Varies with device,Varies with device
2037,Toca Kitchen 2,FAMILY,4.5,1014822,56M,"50,000,000+",False,0.0,Everyone,Educational;Pretend Play,2017-06-29,1.2.3-play,4.1 and up
2038,PJ Masks: Moonlight Heroes,FAMILY,4.4,86961,99M,"10,000,000+",False,0.0,Everyone,Casual;Action & Adventure,2018-06-05,2.0.1,4.0.3 and up
2039,Learn To Draw Glow Flower,FAMILY,4.4,7320,10M,"1,000,000+",False,0.0,Everyone,Entertainment;Education,2017-07-07,1.0.1,4.0.3 and up
2040,"No. Color - Color by Number, Number Coloring",FAMILY,4.8,269194,6.9M,"10,000,000+",False,0.0,Everyone,Entertainment;Brain Games,2018-08-03,Varies with device,Varies with device
2041,Bubble Shooter,FAMILY,4.4,59843,20M,"5,000,000+",False,0.0,Everyone,Puzzle;Brain Games,2018-01-09,2.3.3122,2.3 and up
2042,Draw.ly - Color by Number Pixel Art Coloring,FAMILY,4.4,18616,10M,"1,000,000+",False,0.0,Everyone,Casual;Education,2018-08-05,1.0.9,4.0.3 and up
2043,Baby puzzles,FAMILY,4.3,11950,19M,"5,000,000+",False,0.0,Everyone,Educational;Education,2018-07-12,6.1,4.0.3 and up
2044,Garden Fruit Legend,FAMILY,4.6,4289,33M,"500,000+",False,0.0,Everyone,Casual;Brain Games,2018-07-31,3.5.3183,4.0.3 and up
2045,Barbie™ Fashion Closet,FAMILY,4.1,68286,85M,"10,000,000+",False,0.0,Everyone,Casual;Creativity,2018-07-30,1.3.7,4.1 and up
2046,Candy Day,FAMILY,4.5,11716,48M,"1,000,000+",False,0.0,Everyone,Casual;Brain Games,2018-08-03,8.4.3180,4.0 and up
2047,Learn To Draw Glow Princess,FAMILY,4.5,3323,9.6M,"1,000,000+",False,0.0,Everyone,Casual;Pretend Play,2017-07-14,1.0.1,4.0.3 and up
2048,ABC Kids - Tracing & Phonics,FAMILY,4.5,36606,Varies with device,"10,000,000+",False,0.0,Everyone,Educational;Education,2018-06-22,Varies with device,4.0 and up
2049,Barbie Magical Fashion,FAMILY,4.0,328619,15M,"10,000,000+",False,0.0,Everyone,Casual;Creativity,2017-10-06,2.2,4.1 and up
2050,Minion Rush: Despicable Me Official Game,FAMILY,4.5,10216997,Varies with device,"100,000,000+",False,0.0,Everyone 10+,Casual;Action & Adventure,2018-07-12,Varies with device,Varies with device
2051,Piano Kids - Music & Songs,FAMILY,4.6,46741,50M,"10,000,000+",False,0.0,Everyone,Music;Music & Video,2018-08-03,1.73,4.0.3 and up
2052,Farming Simulator 14,FAMILY,4.5,530854,51M,"10,000,000+",False,0.0,Everyone,Simulation;Action & Adventure,2017-07-17,1.4.4,2.3.3 and up
2053,Educational Games for Kids,FAMILY,4.5,7050,24M,"1,000,000+",False,0.0,Everyone,Educational;Education,2018-05-27,2.0,4.0 and up
2054,No.Draw - Colors by Number 2018,FAMILY,4.5,235906,13M,"10,000,000+",False,0.0,Everyone,Entertainment;Brain Games,2018-07-29,1.2.0,4.1 and up
2055,Fruit Boom,FAMILY,4.4,17753,16M,"1,000,000+",False,0.0,Everyone,Casual;Brain Games,2018-05-25,2.2.3172,4.0.3 and up
2056,Duolingo: Learn Languages Free,FAMILY,4.7,6294400,Varies with device,"100,000,000+",False,0.0,Everyone,Education;Education,2018-08-01,Varies with device,Varies with device
2057,Hot Wheels: Race Off,FAMILY,4.5,520609,Varies with device,"10,000,000+",False,0.0,Everyone,Racing;Action & Adventure,2018-06-28,Varies with device,4.4 and up
2058,Baby Tiger Care - My Cute Virtual Pet Friend,FAMILY,4.5,432,63M,"100,000+",False,0.0,Everyone 10+,Educational;Education,2018-07-27,1.0.89,4.4 and up
2059,Strawberry Shortcake Ice Cream Island,FAMILY,4.2,32029,15M,"5,000,000+",False,0.0,Everyone,Casual;Pretend Play,2017-11-06,1.2,4.1 and up
2060,Rhythm Patrol,FAMILY,4.3,4207,26M,"100,000+",False,0.0,Everyone,Music;Music & Video,2018-07-23,2.180723,4.1 and up
2061,Kiddopia - Preschool Learning Games,FAMILY,4.5,64,81M,"10,000+",False,0.0,Everyone,Educational;Education,2018-07-18,1.1.2,5.0 and up
2062,Toca Mystery House,FAMILY,4.2,96,79M,"5,000+",False,4.0,Everyone,Educational;Creativity,2018-06-14,1.0.1,4.4 and up
2063,DisneyNOW – TV Shows & Games,FAMILY,4.3,82471,Varies with device,"5,000,000+",False,0.0,Everyone,Entertainment;Music & Video,2018-07-05,Varies with device,4.4 and up
2064,Papumba Academy - Fun Learning For Kids,FAMILY,4.4,496,94M,"100,000+",False,0.0,Everyone,Education;Education,2018-07-11,1.0,4.2 and up
2065,Super ABC! Learning games for kids! Preschool apps,FAMILY,4.6,20267,46M,"1,000,000+",False,0.0,Everyone,Educational;Education,2018-07-16,1.1.6.7,4.1 and up
2066,Drawing for Kids Learning Games for Toddlers age 3,FAMILY,4.6,29436,43M,"1,000,000+",False,0.0,Everyone,Educational;Education,2018-03-21,2.0.5.0,4.1 and up
2067,Baby Panda’s Juice Shop,FAMILY,4.5,19230,45M,"5,000,000+",False,0.0,Everyone,Educational;Brain Games,2018-07-12,8.25.10.01,4.0.3 and up
2068,Dr. Panda Restaurant 3,FAMILY,4.2,11126,91M,"1,000,000+",False,0.0,Everyone,Educational;Pretend Play,2018-03-23,1.6.4,4.1 and up
2069,LEGO® Friends: Heartlake Rush,FAMILY,4.5,23671,91M,"1,000,000+",False,0.0,Everyone,Arcade;Pretend Play,2018-07-31,1.2.0,4.1 and up
2070,Baby ABC in box! Kids alphabet games for toddlers!,FAMILY,4.6,9652,53M,"1,000,000+",False,0.0,Everyone,Educational;Education,2018-07-16,2.0.7.4,4.1 and up
2071,Henry Danger Crime Warp,FAMILY,4.6,9626,28M,"1,000,000+",False,0.0,Everyone,Action;Action & Adventure,2018-02-07,1.1,4.4 and up
2072,Thomas & Friends: Race On!,FAMILY,4.1,29319,26M,"5,000,000+",False,0.0,Everyone,Casual;Action & Adventure,2018-05-18,2.4,4.4 and up
2073,Super School: Educational Kids Games & Rhymes,FAMILY,4.5,1791,56M,"500,000+",False,0.0,Everyone,Education;Education,2018-06-02,5.3.11,5.0 and up
2074,Fruit Cube Blast,FAMILY,4.6,9199,80M,"500,000+",False,0.0,Everyone,Puzzle;Brain Games,2018-08-03,1.2.7,4.1 and up
2075,Toddler Kids Puzzles PUZZINGO,FAMILY,4.6,14014,60M,"1,000,000+",False,0.0,Everyone,Education;Education,2018-07-06,7.32,4.0.3 and up
2076,Happy Street,FAMILY,4.5,110877,Varies with device,"1,000,000+",False,0.0,Everyone 10+,Casual;Action & Adventure,2018-03-28,Varies with device,Varies with device
2077,Intellijoy Early Learning Academy,FAMILY,4.3,160,67M,"50,000+",False,0.0,Everyone,Education;Education,2018-06-18,3.4.0,Varies with device
2078,Dr. Panda Town: Vacation,FAMILY,3.8,10366,78M,"1,000,000+",False,0.0,Everyone,Education;Pretend Play,2018-07-24,1.2.1,4.1 and up
2079,Leo and Tig,FAMILY,4.5,47644,27M,"1,000,000+",False,0.0,Everyone,Adventure;Action & Adventure,2018-05-31,10.180530,4.0.3 and up
2080,School of Dragons,FAMILY,4.1,530792,Varies with device,"10,000,000+",False,0.0,Everyone,Role Playing;Action & Adventure,2018-05-30,Varies with device,Varies with device
2081,Fuzzy Seasons: Animal Forest,FAMILY,4.8,12137,63M,"100,000+",False,0.0,Everyone 10+,Simulation;Pretend Play,2018-08-06,149,4.1 and up
2082,Montessori Preschool,FAMILY,3.9,237,26M,"100,000+",False,0.0,Everyone,Education;Education,2018-07-12,1.7.2,4.1 and up
2083,Kids Corner: Interactive Tales and Games for kids,FAMILY,4.5,6404,46M,"500,000+",False,0.0,Everyone,Educational;Brain Games,2018-07-16,1.8.3,4.1 and up
2084,Cutie Cubies,FAMILY,4.4,6356,83M,"500,000+",False,0.0,Everyone,Puzzle;Creativity,2018-07-04,1.180702,4.1 and up
2085,My Little Princess : Stores,FAMILY,4.3,169,60M,"5,000+",False,3.0,Everyone,Educational;Pretend Play,2018-05-25,1.08,4.1 and up
2086,Sago Mini Big City,FAMILY,4.2,8,44M,"1,000+",False,4.0,Everyone,Education;Pretend Play,2018-07-09,1.1,4.4 and up
2087,Pinkalicious Party,FAMILY,3.0,2,82M,500+,False,3.0,Everyone,Educational;Creativity,2018-06-25,1.5.0,4.1 and up
2088,ROBLOX,FAMILY,4.5,4450855,67M,"100,000,000+",False,0.0,Everyone 10+,Adventure;Action & Adventure,2018-07-31,2.347.225742,4.1 and up
2089,PJ Masks: Moonlight Heroes,FAMILY,4.4,86961,99M,"10,000,000+",False,0.0,Everyone,Casual;Action & Adventure,2018-06-05,2.0.1,4.0.3 and up
2090,Minion Rush: Despicable Me Official Game,FAMILY,4.5,10216997,Varies with device,"100,000,000+",False,0.0,Everyone 10+,Casual;Action & Adventure,2018-07-12,Varies with device,Varies with device
2091,Dog Run - Pet Dog Simulator,FAMILY,4.7,48701,24M,"10,000,000+",False,0.0,Everyone,Simulation;Action & Adventure,2018-05-22,1.4.12,4.1 and up
2092,Moana Island Life,FAMILY,4.1,15246,78M,"1,000,000+",False,0.0,Everyone,Simulation;Action & Adventure,2017-07-12,3.2.473.202,4.0 and up
2093,Hot Wheels: Race Off,FAMILY,4.5,520654,Varies with device,"10,000,000+",False,0.0,Everyone,Racing;Action & Adventure,2018-06-28,Varies with device,4.4 and up
2094,Basketball FRVR - Shoot the Hoop and Slam Dunk!,FAMILY,4.5,4076,Varies with device,"100,000+",False,0.0,Everyone,Sports;Action & Adventure,2018-08-01,1.3.3,4.1 and up
2095,Farming Simulator 14,FAMILY,4.5,530904,51M,"10,000,000+",False,0.0,Everyone,Simulation;Action & Adventure,2017-07-17,1.4.4,2.3.3 and up
2096,My Oasis - Calming and Relaxing Idle Clicker Game,FAMILY,4.6,106750,94M,"1,000,000+",False,0.0,Everyone,Simulation;Action & Adventure,2018-06-29,1.221,4.1 and up
2097,My Little Pony Rainbow Runners,FAMILY,4.3,33785,16M,"5,000,000+",False,0.0,Everyone,Casual;Action & Adventure,2017-12-20,1.3,4.1 and up
2098,Extreme Racing 2 - Real driving RC cars game!,FAMILY,4.3,4207,93M,"500,000+",False,0.0,Everyone,Racing;Action & Adventure,2017-08-31,1.1.9,4.1 and up
2099,Cars: Lightning League,FAMILY,4.5,58795,77M,"10,000,000+",False,0.0,Everyone,Racing;Action & Adventure,2018-05-21,1.6,4.0.3 and up
2100,Little Panda Run,FAMILY,4.2,3235,32M,"1,000,000+",False,0.0,Everyone,Educational;Action & Adventure,2018-06-20,8.25.10.00,4.0.3 and up
2101,Snoopy's Town Tale - City Building Simulator,FAMILY,4.2,47031,58M,"1,000,000+",False,0.0,Everyone,Simulation;Action & Adventure,2018-07-30,3.2.4,4.4 and up
2102,Car Racing game for Kids - Beepzz Dogs 🐕,FAMILY,4.4,131,48M,"100,000+",False,0.0,Everyone,Racing;Action & Adventure,2018-06-13,1.1.1,4.2 and up
2103,Pony Friends 🦄 - Beepzz racing game for kids,FAMILY,4.5,114,69M,"50,000+",False,0.0,Everyone,Racing;Action & Adventure,2018-06-13,1.4.3,4.2 and up
2104,LEGO® Juniors Create & Cruise,FAMILY,4.1,673203,73M,"50,000,000+",False,0.0,Everyone,Educational;Action & Adventure,2018-01-19,6.7.5222,4.1 and up
2105,Xtreme Racing 2018 - Jeep & 4x4 off road simulator,FAMILY,4.2,2178,99M,"500,000+",False,0.0,Everyone,Racing;Action & Adventure,2017-08-23,1.0.8,4.1 and up
2106,Thomas & Friends: Go Go Thomas,FAMILY,4.1,175625,16M,"10,000,000+",False,0.0,Everyone,Racing;Action & Adventure,2017-11-22,1.4,4.1 and up
2107,Ninja Dash - Ronin Jump RPG,FAMILY,4.7,8508,54M,"500,000+",False,0.0,Everyone 10+,Arcade;Action & Adventure,2018-08-02,1.1.23,4.0.3 and up
2108,Paw Patrol by ShuffleCards,FAMILY,4.3,3484,56M,"1,000,000+",False,0.0,Everyone,Entertainment;Action & Adventure,2017-03-07,1.0.1,4.0 and up
2109,Plants vs. Zombies™ Heroes,FAMILY,4.4,379415,68M,"10,000,000+",False,0.0,Everyone,Casual;Action & Adventure,2018-06-26,1.28.01,4.1 and up
2110,Transformers Rescue Bots: Disaster Dash,FAMILY,4.4,19245,25M,"1,000,000+",False,0.0,Everyone,Casual;Action & Adventure,2018-03-28,1.3,4.1 and up
2111,Mcqueen Coloring pages,FAMILY,,65,7.0M,"100,000+",False,0.0,Everyone,Art & Design;Action & Adventure,2018-03-07,1.0.0,4.1 and up
2112,PAC-MAN Pop,FAMILY,4.3,24877,54M,"5,000,000+",False,0.0,Everyone,Puzzle;Action & Adventure,2018-06-20,2.1.6579,4.1 and up
2113,Monster Truck Driver & Racing,FAMILY,4.4,765,51M,"1,000,000+",False,0.0,Everyone,Education;Action & Adventure,2017-01-19,1.0.9,2.3 and up
2114,L.O.L. Surprise Ball Pop,FAMILY,4.3,10088,Varies with device,"1,000,000+",False,0.0,Everyone,Casual;Action & Adventure,2018-03-08,Varies with device,4.1 and up
2115,Strawberry Shortcake BerryRush,FAMILY,4.3,525552,48M,"10,000,000+",False,0.0,Everyone,Action;Action & Adventure,2017-10-15,1.2.3,2.3 and up
2116,Little Fire Station,FAMILY,4.2,3762,44M,"1,000,000+",False,0.0,Everyone,Education;Action & Adventure,2018-07-02,1.47,4.3 and up
2117,Ice Cream Jump,FAMILY,4.2,141363,8.7M,"10,000,000+",False,0.0,Everyone,Casual;Action & Adventure,2018-01-21,1.20.2,2.3 and up
2118,Disney Magic Kingdoms: Build Your Own Magical Park,FAMILY,4.3,472584,91M,"10,000,000+",False,0.0,Everyone,Simulation;Action & Adventure,2018-08-02,3.2.0h,4.0.3 and up
2119,Turbo FAST,FAMILY,4.3,1329192,97M,"50,000,000+",False,0.0,Everyone,Racing;Action & Adventure,2017-10-04,2.1.20,2.3.3 and up
2120,My Little Pony: Harmony Quest,FAMILY,4.1,148295,26M,"10,000,000+",False,0.0,Everyone,Casual;Action & Adventure,2018-03-05,1.6,4.1 and up
2121,Transformers Rescue Bots: Hero Adventures,FAMILY,4.2,41273,16M,"5,000,000+",False,0.0,Everyone,Adventure;Action & Adventure,2018-07-05,1.5,4.1 and up
2122,Robots Vs Zombies: Transform To Race And Fight,FAMILY,4.5,278,Varies with device,"100,000+",False,0.0,Everyone,Racing;Action & Adventure,2018-07-11,3.49,4.2 and up
2123,Equestria Girls,FAMILY,4.3,392596,53M,"10,000,000+",False,0.0,Everyone,Role Playing;Action & Adventure,2016-07-22,37893,4.0 and up
2124,DC Super Hero Girls™,FAMILY,4.3,43060,95M,"5,000,000+",False,0.0,Everyone,Action;Action & Adventure,2018-06-29,2.8.0,4.0 and up
2125,Disney Crossy Road,FAMILY,4.5,514088,83M,"10,000,000+",False,0.0,Everyone,Arcade;Action & Adventure,2018-05-30,3.200.18289,4.4 and up
2126,Touch Racing 2 - Mini RC Race,FAMILY,4.1,41867,78M,"1,000,000+",False,0.0,Everyone,Racing;Action & Adventure,2017-05-18,1.4.2.1,2.3.3 and up
2127,Toca Kitchen 2,FAMILY,4.5,1014846,56M,"50,000,000+",False,0.0,Everyone,Educational;Pretend Play,2017-06-29,1.2.3-play,4.1 and up
2128,Doctor Pets,FAMILY,4.2,23060,21M,"1,000,000+",False,0.0,Everyone,Educational;Education,2018-07-26,1.19,4.1 and up
2129,Supermarket – Game for Kids,FAMILY,4.4,112080,26M,"10,000,000+",False,0.0,Everyone,Casual;Pretend Play,2018-07-26,1.24,4.1 and up
2130,Supermarket Manager: Cashier Simulator Kids Games,FAMILY,4.0,15489,60M,"1,000,000+",False,0.0,Everyone,Casual;Pretend Play,2017-10-11,2.4.9,4.0 and up
2131,Kids Animals Jigsaw Puzzles 😄,FAMILY,4.1,51895,22M,"10,000,000+",False,0.0,Everyone,Educational;Brain Games,2018-06-16,18.1,4.2 and up
2132,DC Super Hero Girls™,FAMILY,4.3,43060,95M,"5,000,000+",False,0.0,Everyone,Action;Action & Adventure,2018-06-29,2.8.0,4.0 and up
2133,Strawberry Shortcake BerryRush,FAMILY,4.3,525552,48M,"10,000,000+",False,0.0,Everyone,Action;Action & Adventure,2017-10-15,1.2.3,2.3 and up
2134,Inside Out Thought Bubbles,FAMILY,4.4,623398,58M,"10,000,000+",False,0.0,Everyone,Puzzle;Brain Games,2017-08-31,1.22.0,4.0.3 and up
2135,Disney Magic Kingdoms: Build Your Own Magical Park,FAMILY,4.3,472584,91M,"10,000,000+",False,0.0,Everyone,Simulation;Action & Adventure,2018-08-02,3.2.0h,4.0.3 and up
2136,Monster High™,FAMILY,4.1,66661,22M,"5,000,000+",False,0.0,Everyone,Casual;Pretend Play,2018-02-02,5.2,4.1 and up
2137,Cute Pet Puppies,FAMILY,4.0,10447,36M,"1,000,000+",False,0.0,Everyone,Simulation;Action & Adventure,2016-02-18,1.0.4,2.3 and up
2138,Frozen Free Fall,FAMILY,4.3,1574197,37M,"50,000,000+",False,0.0,Everyone,Puzzle;Action & Adventure,2018-07-27,6.7.0,4.2 and up
2139,Monster High™ Minis Mania,FAMILY,4.6,19170,70M,"1,000,000+",False,0.0,Everyone,Strategy;Action & Adventure,2017-03-15,1.4.2,4.0.3 and up
2140,Shopkins World!,FAMILY,4.3,169609,34M,"10,000,000+",False,0.0,Everyone,Arcade;Action & Adventure,2018-06-13,3.6.1,4.1 and up
2141,Monica Toy TV,FAMILY,4.7,6188,49M,"500,000+",False,0.0,Everyone 10+,Entertainment;Music & Video,2018-04-03,1.6.4,4.1 and up
2142,Toy Guitar with songs for kids,FAMILY,4.3,1369,9.8M,"500,000+",False,0.0,Everyone,Music & Audio;Music & Video,2016-03-05,1.0.3,2.3 and up
2143,Endless Numbers,FAMILY,4.4,2952,37M,"500,000+",False,0.0,Everyone,Education;Education,2018-06-19,1.2.0,5.1 and up
2144,Toddler Learning Games - Little Kids Games,FAMILY,4.2,731,Varies with device,"100,000+",False,0.0,Everyone,Educational;Education,2018-07-28,3.7.2.7,4.2 and up
2145,Sworkit Kids - Fitness Meets Fun,FAMILY,4.7,9856,55M,"100,000+",False,0.0,Everyone,Health & Fitness;Education,2016-02-02,1.1.1,4.0 and up
2146,Earth to Luna! Watch and Play,FAMILY,3.9,10753,84M,"1,000,000+",False,0.0,Everyone,Educational;Education,2018-07-23,2.5.6,4.1 and up
2147,Nancy Drew Codes and Clues,FAMILY,4.1,154,16M,"10,000+",False,0.0,Everyone,Educational;Education,2017-01-13,2.0.0,4.1 and up
2148,Masha and the Bear Child Games,FAMILY,4.1,288523,92M,"10,000,000+",False,0.0,Everyone,Adventure;Education,2018-05-08,2.7.4,4.0 and up
2149,codeSpark Academy & The Foos,FAMILY,4.1,4522,57M,"500,000+",False,0.0,Everyone,Educational;Education,2018-06-21,2.19.01,4.1 and up
2150,Toca Builders,FAMILY,4.2,3328,Varies with device,"100,000+",False,4.0,Everyone,Education;Creativity,2017-07-13,Varies with device,Varies with device
2151,Toca Life: City,FAMILY,4.7,31100,24M,"500,000+",False,4.0,Everyone,Education;Pretend Play,2018-07-06,1.5-play,4.4 and up
2152,LEGO® Friends,FAMILY,4.4,854,6.9M,"10,000+",False,5.0,Everyone,Casual;Pretend Play,2015-12-01,Varies with device,4.0.3 and up
2153,My Little Work – Garage,FAMILY,4.3,560,44M,"10,000+",False,4.0,Everyone,Casual;Education,2015-06-17,2.0.1,2.3 and up
2154,"Alizay, pirate girl",FAMILY,4.5,197,11M,"1,000+",False,3.0,Everyone,Casual;Action & Adventure,2017-03-23,4.0.2,2.3 and up
2155,Word Search Games in english,FAMILY,4.3,63186,16M,"10,000,000+",False,0.0,Everyone,Puzzle;Brain Games,2018-07-12,7.5,4.0.3 and up
2156,Chess Free,FAMILY,4.3,23772,17M,"5,000,000+",False,0.0,Everyone,Board;Brain Games,2017-08-02,1.15.3028.0,2.3 and up
2157,Tic Tac Toe,FAMILY,4.1,6007,18M,"1,000,000+",False,0.0,Everyone,Board;Action & Adventure,2017-07-03,1.6.3028.0,2.3 and up
2158,Dominos Game ✔️,FAMILY,4.1,2903,16M,"1,000,000+",False,0.0,Everyone,Board;Brain Games,2018-07-05,5.2,4.1 and up
2159,Checkers ✔️,FAMILY,4.1,3617,19M,"1,000,000+",False,0.0,Everyone,Board;Brain Games,2018-07-24,4.0.2,4.1 and up
2160,Crazy Colors: Bubbles Matching,FAMILY,4.6,3063,1.6M,"100,000+",False,0.0,Everyone,Board;Brain Games,2018-05-24,2.9.7,3.0 and up
2161,Chess for Kids - Play & Learn,FAMILY,4.1,3234,47M,"100,000+",False,0.0,Everyone,Puzzle;Brain Games,2018-05-15,2.2.3,4.1 and up
2162,Block Puzzle : Night in Egypt,FAMILY,4.4,276,16M,"50,000+",False,0.0,Everyone,Puzzle;Brain Games,2017-09-12,1.2.16,2.3 and up
2163,Mosaic puzzles,FAMILY,4.4,1595,14M,"500,000+",False,0.0,Everyone,Puzzle;Brain Games,2018-07-04,2.8,4.0.3 and up
2164,Chess School for Beginners,FAMILY,4.3,879,Varies with device,"100,000+",False,0.0,Everyone,Board;Brain Games,2018-05-22,1.1.0,4.1 and up
2165,RISK: Global Domination,FAMILY,4.0,68559,75M,"5,000,000+",False,0.0,Everyone,Board;Action & Adventure,2018-07-31,1.19.56.434,4.4 and up
2166,Pino chess,FAMILY,4.8,61,25M,"1,000+",False,0.0,Everyone,Casual;Brain Games,2017-01-26,0.1.0,4.0 and up
2167,Chess PRO Free,FAMILY,3.8,1123,5.7M,"100,000+",False,0.0,Everyone,Board;Brain Games,2016-09-08,4.2,2.3 and up
2168,Children Educational Game Full,FAMILY,4.7,30,Varies with device,"1,000+",False,7.5,Everyone,Educational;Education,2018-05-16,Varies with device,Varies with device
2169,All-in-One Mahjong 3 FREE,FAMILY,4.5,566,17M,"50,000+",False,0.0,Everyone,Board;Brain Games,2018-06-13,20180609,4.0 and up
