,App,Category,Rating,Reviews,Size,Installs,Free,Price_dollars,Content Rating,Genres,Last Updated,Current Ver,Android Ver
6015,Comics Reader,COMICS,3.9,4496,609k,"100,000+",False,0.0,Everyone,Comics,2017-10-29,2.3.216,2.3 and up
6016,Upohar BD,BUSINESS,3.4,9,1.7M,"1,000+",False,0.0,Everyone,Business,2016-10-08,1.0,3.0 and up
6017,Electricity Bill Calculator BD,PRODUCTIVITY,4.3,247,4.0M,"10,000+",False,0.0,Everyone,Productivity,2016-06-22,1.2,4.0.3 and up
6018,BD Fishpedia,BOOKS_AND_REFERENCE,4.8,123,6.5M,"1,000+",False,0.0,Everyone,Books & Reference,2017-03-15,3.15317,3.0 and up
6019,BD Attendance,PRODUCTIVITY,4.8,93,14M,"1,000+",False,0.0,Everyone,Productivity,2018-07-17,2.3.14,4.3 and up
6020,BD All Sim Offer,BOOKS_AND_REFERENCE,4.5,197,2.8M,"10,000+",False,0.0,Everyone,Books & Reference,2017-01-03,1.2,4.1 and up
6021,BD TYCOON,FAMILY,3.3,16,33M,500+,False,0.0,Everyone,Simulation,2017-07-06,1.2,4.1 and up
6022,BD Sports Box & TV,FAMILY,4.2,5,3.3M,500+,False,0.0,Everyone,Entertainment,2018-04-13,1.1,4.0.3 and up
6023,Tour BD (Bahir Dar Map),MAPS_AND_NAVIGATION,4.9,49,3.9M,100+,False,0.0,Everyone,Maps & Navigation,2017-10-16,2.0,4.2 and up
6024,BD Field Force,PRODUCTIVITY,4.2,41,15M,"1,000+",False,0.0,Everyone,Productivity,2018-08-01,1.3.13,4.3 and up
6025,BD CRICKET LIVE,SPORTS,4.6,1238,9.5M,"100,000+",False,0.0,Everyone,Sports,2018-01-15,3.0,4.0.3 and up
6026,BD All Results,FAMILY,4.1,205,7.3M,"50,000+",False,0.0,Everyone,Education,2017-11-29,9.0,4.0.3 and up
6027,BD Online Passport Application,FAMILY,4.6,12,2.4M,"5,000+",False,0.0,Everyone,Education,2017-10-07,3.0,4.0.3 and up
6028,BD Internet Packages (Updated),COMMUNICATION,4.0,474,3.0M,"50,000+",False,0.0,Everyone,Communication,2016-08-05,0.0.5,4.0 and up
6029,Live Radio BD,FAMILY,4.2,69,3.5M,"10,000+",False,0.0,Everyone,Entertainment,2015-05-04,1.1,4.0 and up
6030,iCard BD Plus,SOCIAL,5.0,2,2.4M,500+,False,0.0,Everyone,Social,2016-07-15,3.7.5,2.0 and up
6031,BD Dialer,COMMUNICATION,4.1,29,13M,"10,000+",False,0.0,Everyone,Communication,2018-07-09,1.8.3,4.1 and up
6032,"Youboox - Livres, BD et magazines",BOOKS_AND_REFERENCE,3.7,4071,Varies with device,"500,000+",False,0.0,Teen,Books & Reference,2018-04-03,Varies with device,Varies with device
6033,BANGLA TV 3G/4G,SPORTS,4.1,142,5.3M,"100,000+",False,0.0,Everyone,Sports,2018-06-07,2.4,4.0 and up
6034,Earn Money BD,FINANCE,3.8,103,6.9M,"5,000+",False,0.0,Everyone,Finance,2018-07-11,3.4,4.0 and up
6035,BD Hospital's,FAMILY,4.7,12,2.3M,100+,False,0.0,Everyone,Education,2015-10-07,1.1,3.0 and up
6036,Rabbithole,FAMILY,3.5,3347,15M,"100,000+",False,0.0,Everyone,Entertainment,2018-07-18,1.1.15.12,4.4 and up
6037,Educationboard Results BD,FAMILY,4.0,983,7.2M,"100,000+",False,0.0,Everyone,Education,2018-06-12,1.0,4.0 and up
6038,BD Online Shop,BUSINESS,4.2,63,13M,"5,000+",False,0.0,Everyone,Business,2015-09-13,3.0.1,2.3.3 and up
6039,Remote for Samsung TV & BluRay Players (Read Desc),TOOLS,3.3,1988,7.3M,"500,000+",False,0.0,Everyone,Tools,2018-08-03,Cow V3.15,4.3 and up
6040,Vehicle Case Checker BD,TOOLS,3.7,29,3.3M,"10,000+",False,0.0,Everyone,Tools,2017-07-13,1.0,4.1 and up
6041,Remote for Sony TV & Sony Blu-Ray Players MyAV,TOOLS,3.4,3491,7.3M,"1,000,000+",False,0.0,Everyone,Tools,2018-07-31,Cow V3.15,4.3 and up
6042,Remote for Panasonic TV+BD+AVR,TOOLS,3.7,533,7.3M,"100,000+",False,0.0,Everyone,Tools,2018-07-31,Cow V3.15,4.3 and up
6043,Exam Result BD,FAMILY,5.0,2,2.6M,500+,False,0.0,Everyone,Education,2017-07-22,1.0,3.2 and up
6044,BD Live Call,COMMUNICATION,4.4,7,308k,"5,000+",False,0.0,Everyone,Communication,2016-09-06,1.01,2.0 and up
6045,Helping BD,LIFESTYLE,5.0,15,4.5M,100+,False,0.0,Everyone,Lifestyle,2018-06-19,2.1,4.0.3 and up
6046,Best Browser BD social networking,COMMUNICATION,4.8,6,21M,10+,False,0.0,Everyone,Communication,2018-07-04,2.0,4.1 and up
6047,Traffic signs BD,COMMUNICATION,4.4,7,5.3M,500+,False,0.0,Everyone,Communication,2015-10-08,1.0,4.1 and up
6048,BD Internet Package Activator,NEWS_AND_MAGAZINES,4.9,13,2.3M,100+,False,0.0,Everyone,News & Magazines,2018-03-09,1.2,4.0.3 and up
6049,be Produbanco,FINANCE,4.0,967,22M,"100,000+",False,0.0,Everyone,Finance,2018-08-02,1.2.1,4.1 and up
6050,Millionaire : Who want to be?,GAME,4.4,4396,40M,"100,000+",False,0.0,Everyone,Trivia,2017-04-12,1.5,2.3 and up
6051,Photo Editor by BeFunky,PHOTOGRAPHY,4.5,192851,Varies with device,"10,000,000+",False,0.0,Everyone,Photography,2017-09-12,Varies with device,Varies with device
6052,Be My Eyes - Helping the blind,LIFESTYLE,4.9,8418,21M,"500,000+",False,0.0,Everyone,Lifestyle,2018-07-11,1.2.9,4.4 and up
6053,Be My Princess: PARTY,FAMILY,4.4,9443,21M,"100,000+",False,0.0,Teen,Simulation,2016-12-12,1.8.0,4.0.3 and up
6054,BeautyPlus - Easy Photo Editor & Selfie Camera,PHOTOGRAPHY,4.4,3156484,53M,"100,000,000+",False,0.0,Everyone,Photography,2018-07-31,6.9.031,4.1 and up
6055,Movement BE,SOCIAL,5.0,20,1.2M,100+,False,0.0,Teen,Social,2016-11-10,1.2,4.4 and up
6056,Be Stronger,HEALTH_AND_FITNESS,4.8,787,53M,"1,000+",False,2.0,Everyone,Health & Fitness,2018-07-31,1.4.7,4.0.3 and up
6057,Be My Love Animated Keyboard,PERSONALIZATION,4.6,838,11M,"50,000+",False,0.0,Teen,Personalization,2018-03-30,1.70,4.1 and up
6058,Be My Princess 2,FAMILY,4.3,2806,27M,"100,000+",False,0.0,Teen,Entertainment,2018-03-20,3.6,2.3 and up
6059,Millionaire Quiz Free: Be Rich,FAMILY,3.8,66033,6.8M,"10,000,000+",False,0.0,Everyone,Casual,2018-01-01,2.5.1,4.0 and up
6060,Be the Manager 2018 - Football Strategy,SPORTS,4.3,7557,7.4M,"100,000+",False,0.0,Everyone,Sports,2018-03-12,2.2.1,4.2 and up
6061,Be like Me - Hay Nhu Toi,PERSONALIZATION,4.3,44,3.5M,"1,000+",False,0.0,Teen,Personalization,2016-05-26,1.3,4.0 and up
6062,Be Fabulous PHOTO BOOTH,PHOTOGRAPHY,4.1,560,1.7M,"10,000+",False,0.0,Everyone,Photography,2017-02-01,1.07,4.0 and up
6063,RadarNow!,WEATHER,4.5,54090,4.0M,"5,000,000+",False,0.0,Everyone,Weather,2018-02-28,6.6,4.0 and up
6064,Be My Princess,FAMILY,4.2,3103,8.8M,"100,000+",False,0.0,Teen,Entertainment,2017-09-19,6.5,2.2 and up
6065,Fat No More - Be the Biggest Loser in the Gym!,FAMILY,3.8,48545,38M,"1,000,000+",False,0.0,Everyone,Casual,2018-08-03,1.2.14,4.1 and up
6066,Be Like Bill - Maker,FAMILY,4.3,18,1.7M,"1,000+",False,0.0,Everyone,Entertainment,2016-01-27,1.2,3.2 and up
6067,Top Eleven 2018 - Be a Soccer Manager,SPORTS,4.4,3451011,Varies with device,"50,000,000+",False,0.0,Everyone,Sports,2018-07-26,7.4,4.1 and up
6068,Free GPS Navigation,MAPS_AND_NAVIGATION,4.2,618562,Varies with device,"50,000,000+",False,0.0,Everyone,Maps & Navigation,2018-06-04,Varies with device,Varies with device
6069,Be the Manager 2016 (football),SPORTS,4.2,4330,6.1M,"100,000+",False,0.0,Everyone,Sports,2017-10-19,3.0,4.0 and up
6070,Hair Salon - Fun Games,FAMILY,3.8,484226,27M,"50,000,000+",False,0.0,Teen,Casual,2018-06-15,3.0.10,4.0 and up
6071,Adobe Photoshop Fix,PHOTOGRAPHY,4.2,28390,38M,"5,000,000+",False,0.0,Everyone,Photography,2017-07-19,1.0.499,5.0 and up
6072,Make your Be Like Bill,COMICS,4.0,78,2.8M,"5,000+",False,0.0,Everyone,Comics,2016-01-16,1.0,2.3 and up
6073,Be like Bill Generator,FAMILY,4.2,67,6.5M,"5,000+",False,0.0,Teen,Entertainment,2016-01-29,1.08,4.0.3 and up
6074,Be you GO Launcher Theme,PERSONALIZATION,4.3,1580,3.6M,"100,000+",False,0.0,Everyone,Personalization,2014-11-12,v1.0,2.3 and up
6075,"Star Girl - Fashion, Makeup & Dress Up",FAMILY,4.3,556929,53M,"10,000,000+",False,0.0,Teen,Casual,2018-04-19,4.2.1,4.0.3 and up
6076,Be Like Bro - Compilation,FAMILY,4.4,146,3.9M,"10,000+",False,0.0,Teen,Entertainment,2018-03-30,2.4,4.1 and up
6077,Bowmasters,GAME,4.7,1535581,Varies with device,"50,000,000+",False,0.0,Teen,Action,2018-07-23,2.12.5,4.1 and up
6078,YAY - TBH,SOCIAL,4.1,2520,12M,"100,000+",False,0.0,Teen,Social,2017-11-17,1.1.5,4.3 and up
6079,The Sims™ Mobile,FAMILY,4.5,559597,89M,"10,000,000+",False,0.0,Teen,Simulation,2018-07-26,11.1.1.179661,4.1 and up
6080,Find My Friends,SOCIAL,4.2,305367,46M,"10,000,000+",False,0.0,Everyone,Social,2018-08-01,16.7.1,4.4 and up
6081,Beauty Idol: Fashion Queen,GAME,4.3,128367,54M,"1,000,000+",False,0.0,Everyone,Arcade,2017-10-27,2.1.0,4.0.3 and up
6082,Unseen - No Last Seen,TOOLS,4.4,103909,9.2M,"5,000,000+",False,0.0,Everyone,Tools,2018-05-11,2.2.7,4.3 and up
6083,OK K.O.! Lakewood Plaza Turbo,FAMILY,4.5,76608,24M,"1,000,000+",False,0.0,Everyone 10+,Action;Action & Adventure,2017-01-05,1.3.1,4.0 and up
6084,Hard Time (Prison Sim),GAME,4.3,275843,41M,"10,000,000+",False,0.0,Teen,Adventure,2018-07-19,1.401,4.0 and up
6085,She Will Be Loved Lyrics,FAMILY,,2,705k,100+,False,0.0,Everyone,Entertainment,2016-03-01,1.0,2.1 and up
6086,Nick,FAMILY,4.2,123309,25M,"10,000,000+",False,0.0,Everyone 10+,Entertainment;Music & Video,2018-01-24,2.0.8,4.4 and up
6087,Battlefield™ Companion,GAME,4.0,263907,62M,"10,000,000+",False,0.0,Everyone 10+,Action,2016-11-01,3.0.4,4.0 and up
6088,Wolf of the BF:Commando MOBILE,GAME,3.4,32,27M,"1,000+",False,1.0,Everyone 10+,Arcade,2017-03-23,1.00.10,4.0 and up
6089,BF at Sea Refueled,GAME,4.4,1849,37M,"10,000+",False,0.0,Everyone,Board,2015-10-20,1.1.8,2.3.3 and up
6090,BF Movies Fun,FAMILY,3.8,63,3.7M,"10,000+",False,0.0,Teen,Entertainment,2018-04-07,1.0,2.3.3 and up
6091,BF Browser by Betfilter - Stop Gambling Today!,COMMUNICATION,3.0,39,4.6M,"10,000+",False,0.0,Everyone,Communication,2017-09-04,1.4,4.0.3 and up
6092,My BF App,COMMUNICATION,4.1,141,9.9M,"50,000+",False,0.0,Everyone,Communication,2017-12-19,2.0,4.0 and up
6093,Funny videos for whatsapp,VIDEO_PLAYERS,4.4,3066,9.0M,"1,000,000+",False,0.0,Everyone,Video Players & Editors,2017-12-17,1.7,4.0.3 and up
6094,BF games,FAMILY,4.1,262,29M,"50,000+",False,0.0,Everyone,Puzzle,2017-11-01,1.1,4.0.3 and up
6095,BF 3d Wallpapers,FAMILY,4.1,256,2.5M,"100,000+",False,0.0,Teen,Entertainment,2015-06-18,4.7,3.0 and up
6096,Hot Bhojpuri Video songs,FAMILY,4.1,28892,6.3M,"5,000,000+",False,0.0,Teen,Entertainment,2018-07-11,1.3,4.0 and up
6097,Bullet Force,GAME,4.5,634159,58M,"10,000,000+",False,0.0,Teen,Action,2018-06-21,1.40,4.2 and up
6098,GF - BF Chat Stories - Hindi English Convesation,FAMILY,4.1,32,4.1M,"10,000+",False,0.0,Everyone,Education,2018-06-18,1.5,4.1 and up
6099,BF Scale Health Fitness Tool,HEALTH_AND_FITNESS,2.2,19,9.6M,"1,000+",False,0.0,Everyone,Health & Fitness,2017-11-29,2.1,4.3 and up
6100,BF-Calc,TOOLS,3.9,428,3.8M,"100,000+",False,0.0,Everyone,Tools,2015-03-31,1.2.5,2.3.3 and up
6101,BF 4 Guns,FAMILY,4.0,1542,13M,"50,000+",False,0.0,Everyone,Entertainment,2015-06-09,3.0,3.0 and up
6102,My Virtual Boyfriend,FAMILY,4.3,105,51M,"1,000+",False,1.0,Teen,Casual,2017-02-17,3.6,2.3.3 and up
6103,Sexy Hot Detector Prank,FAMILY,3.9,17067,2.7M,"5,000,000+",False,0.0,Everyone,Casual,2018-02-13,2.4.4,4.1 and up
6104,BF Combat: Genesis,GAME,4.0,3322,82M,"100,000+",False,0.0,Mature 17+,Action,2017-03-02,5.1.6,2.3 and up
6105,"Women""s Health Tips(Breast,Face,Body,weight lose)",HEALTH_AND_FITNESS,4.2,2509,5.0M,"1,000,000+",False,0.0,Mature 17+,Health & Fitness,2018-04-20,1.8,4.1 and up
6106,Combat BF: Black Ops 3,GAME,4.2,7699,83M,"500,000+",False,0.0,Mature 17+,Action,2017-03-02,5.1.6,2.3 and up
6107,BF Beautiful Nature,FAMILY,3.6,5,2.5M,"1,000+",False,0.0,Mature 17+,Entertainment,2015-06-11,4.1,3.0 and up
6108,BF 3d Images,FAMILY,4.3,19,2.5M,"1,000+",False,0.0,Teen,Entertainment,2015-06-17,4.5,3.0 and up
6109,Jigsaw Puzzles Bus Scania BF,FAMILY,,3,6.6M,"1,000+",False,0.0,Teen,Puzzle,2016-11-07,1.0,4.0 and up
6110,BF 3d View Wallpapers,FAMILY,,4,2.5M,"1,000+",False,0.0,Teen,Entertainment,2015-06-18,4.6,3.0 and up
6111,Hot Bhojpuri Video Song 2018 - Free Movies,FAMILY,4.4,447,3.7M,"100,000+",False,0.0,Mature 17+,Entertainment,2018-04-04,1.0,4.2 and up
6112,Body Scanner xray Real Camera Prank Entertaintment,FAMILY,2.6,17,4.6M,"5,000+",False,0.0,Everyone,Entertainment,2018-05-05,1.0,2.3 and up
6113,BF Frontline City,GAME,4.1,29798,80M,"1,000,000+",False,0.0,Mature 17+,Action,2017-03-06,5.1.7,2.3 and up
6114,Bf Light,BUSINESS,,6,11M,"1,000+",False,0.0,Everyone,Business,2017-02-09,1.0,4.1 and up
6115,Droid PRoCon BF3,TOOLS,3.5,412,2.6M,"5,000+",False,1.0,Everyone,Tools,2015-03-12,2.2,3.0 and up
6116,BF Abstract 3d Pictures,FAMILY,4.2,72,2.5M,"10,000+",False,0.0,Teen,Entertainment,2015-06-18,5.1,3.0 and up
6117,CE BF,LIFESTYLE,,0,24M,50+,False,0.0,Everyone,Lifestyle,2018-01-02,1.0.1,4.1 and up
6118,Freedom Christian BF,LIFESTYLE,,0,12M,10+,False,0.0,Everyone,Lifestyle,2016-02-22,1.0,4.0.3 and up
6119,Random Love (BF),FAMILY,3.7,3,10M,50+,False,0.0,Everyone,Entertainment,2015-10-04,1.0.0,2.2 and up
6120,BeFunky Photo Editor Pro,PHOTOGRAPHY,4.5,4724,Varies with device,"50,000+",False,2.0,Everyone,Photography,2017-08-14,Varies with device,Varies with device
6121,Virtual Boyfriend Chat,FAMILY,2.4,407,306k,"50,000+",False,0.0,Mature 17+,Entertainment,2017-04-11,1.0,2.2 and up
6122,BF Family user,BUSINESS,,8,26M,100+,False,0.0,Everyone,Business,2018-02-01,0.0.9,4.1 and up
6123,Talking Boyfriend,FAMILY,2.9,1073,2.8M,"100,000+",False,0.0,Everyone,Entertainment,2016-08-28,1.1,2.3.3 and up
6124,Faketalk - Chatbot,GAME,4.2,63056,8.1M,"1,000,000+",False,0.0,Teen,Word,2018-07-03,1.9.7,2.3 and up
6125,XXX DISTILLERY,BUSINESS,4.2,509,3.2M,"100,000+",False,0.0,Everyone,Business,2017-08-02,1.1.0,4.0 and up
6126,Cute Questions BF,LIFESTYLE,4.0,3,3.3M,"1,000+",False,0.0,Everyone,Lifestyle,2018-06-02,3.0.0,4.4 and up
6127,BG Score,SPORTS,2.6,64,1.6M,"10,000+",False,0.0,Everyone,Sports,2017-07-26,2.1,4.0.3 and up
6128,BG Advisor™,TOOLS,4.4,7,5.6M,"1,000+",False,0.0,Everyone,Tools,2017-01-10,1.3,4.0.3 and up
6129,BG Products,AUTO_AND_VEHICLES,4.8,4,4.5M,500+,False,0.0,Everyone,Auto & Vehicles,2017-11-28,1.3,5.0 and up
6130,BG LINKED (BGLINKED),SOCIAL,4.7,22,11M,"1,000+",False,0.0,Everyone,Social,2018-01-19,v2.0.02_prod,4.1 and up
6131,BG Monitor Diabetes,MEDICAL,4.4,643,2.8M,"10,000+",False,0.0,Everyone,Medical,2017-04-23,8.0.1,4.4 and up
6132,BG Monitor Diabetes Pro,MEDICAL,4.6,87,2.8M,500+,False,6.0,Everyone,Medical,2017-04-23,8.0.1,4.4 and up
6133,HTC Sense Input-BG,TOOLS,2.7,198,2.8M,"100,000+",False,0.0,Everyone,Tools,2014-04-22,9.7.753080,4.1 and up
6134,Photo BG Changer,PHOTOGRAPHY,3.8,11,17M,"1,000+",False,0.0,Everyone,Photography,2018-02-21,1.3,4.1 and up
6135,BG TV App,FAMILY,1.7,6,2.9M,100+,False,0.0,Everyone,Entertainment,2017-12-21,1.0,4.1 and up
6136,BG BRIDAL GALLERY,LIFESTYLE,4.6,17,19M,"1,000+",False,0.0,Everyone,Lifestyle,2018-06-27,2.1.1,4.4 and up
6137,HTC Sense Input - BG,TOOLS,3.3,218,4.1M,"10,000+",False,0.0,Everyone,Tools,2015-11-09,1.0.606877,5.0 and up
6138,BG Editor,PHOTOGRAPHY,,0,8.4M,5+,False,0.0,Everyone,Photography,2018-07-23,1.2,4.1 and up
6139,BG Sports News,NEWS_AND_MAGAZINES,,41,5.0M,"1,000+",False,0.0,Everyone,News & Magazines,2016-02-09,1.0.0,3.0 and up
6140,Board Game Stats: Play tracking for tabletop games,LIFESTYLE,4.6,275,3.9M,"5,000+",False,3.0,Everyone,Lifestyle,2018-07-17,2.8.3,4.1 and up
6141,Bg TV Online,FAMILY,2.3,50,2.8M,"10,000+",False,0.0,Everyone,Entertainment,2017-10-21,1.2,4.1 and up
6142,"PhotoLayers〜Superimpose,Eraser",PHOTOGRAPHY,4.5,81219,2.6M,"10,000,000+",False,0.0,Everyone,Photography,2015-06-14,1.4.0,4.1 and up
6143,Zdravei.BG,SOCIAL,,6,6.1M,"1,000+",False,0.0,Mature 17+,Social,2018-01-08,3.7.17,4.1 and up
6144,BG+Phone Backup,PRODUCTIVITY,4.8,16,2.6M,"1,000+",False,0.0,Everyone,Productivity,2017-02-17,1.0.3,2.3 and up
6145,BGKontakti London BG Kontakti,SOCIAL,,4,8.9M,500+,False,0.0,Everyone,Social,2017-03-23,1.2,3.0 and up
6146,ReactNative BG Geolocation,TOOLS,5.0,5,9.1M,"1,000+",False,0.0,Everyone,Tools,2018-05-25,2.12.0,4.1 and up
6147,BG TV Stations,FAMILY,,0,2.9M,100+,False,0.0,Everyone,Entertainment,2018-02-10,1.0,4.1 and up
6148,BG video - floating video - background video,VIDEO_PLAYERS,4.1,64,2.0M,"5,000+",False,0.0,Everyone,Video Players & Editors,2018-05-21,2.0,4.0 and up
6149,BG TV Program,FAMILY,,1,2.8M,100+,False,0.0,Everyone,Entertainment,2018-04-22,1.0,4.1 and up
6150,BG Cable TV,FAMILY,,5,2.8M,"1,000+",False,0.0,Everyone,Entertainment,2018-02-25,1.0,4.1 and up
6151,BG Middle East,AUTO_AND_VEHICLES,,1,9.4M,10+,False,0.0,Everyone,Auto & Vehicles,2017-12-20,1.1,4.0 and up
6152,Blender BG - Photo Blend With Background,PHOTOGRAPHY,,0,7.8M,100+,False,0.0,Everyone,Photography,2017-09-20,1.0,4.2 and up
6153,BG MUSIC PLAYER - MUSIC PLAYER,VIDEO_PLAYERS,,0,8.6M,100+,False,0.0,Everyone,Video Players & Editors,2018-06-26,1.0,4.1 and up
6154,Sommelier.BG,FOOD_AND_DRINK,,0,Varies with device,10+,False,0.0,Teen,Food & Drink,2018-07-18,Varies with device,Varies with device
6155,BG Future School,FAMILY,4.9,16,10M,100+,False,0.0,Everyone,Education,2017-07-22,1.0,4.0.3 and up
6156,Cordova BG Geolocation,MAPS_AND_NAVIGATION,3.0,4,Varies with device,"1,000+",False,0.0,Everyone,Maps & Navigation,2018-05-25,Varies with device,Varies with device
6157,Simple Photo BG Changer,TOOLS,,1,5.1M,10+,False,0.0,Everyone,Tools,2018-06-08,1.0,2.3 and up
6158,BGKontakti Bayern BG Kontakti,SOCIAL,,32,7.8M,"1,000+",False,0.0,Everyone,Social,2016-05-25,1.6,3.0 and up
6159,BGKontakti Vienna BG Kontakti,SOCIAL,4.8,111,5.9M,"1,000+",False,0.0,Everyone,Social,2018-07-18,2.42,4.1 and up
6160,CARS.bg,AUTO_AND_VEHICLES,4.5,276,1.7M,"100,000+",False,0.0,Everyone,Auto & Vehicles,2017-07-05,1.1.3,4.4 and up
6161,bgtime.tv,VIDEO_PLAYERS,3.4,694,Varies with device,"50,000+",False,0.0,Everyone,Video Players & Editors,2018-07-27,Varies with device,Varies with device
6162,BG Torneos,SPORTS,,7,2.3M,100+,False,0.0,Everyone,Sports,2018-06-13,2.0.0,4.1 and up
6163,YourTube Video Views BG,VIDEO_PLAYERS,,8,2.5M,500+,False,0.0,Everyone,Video Players & Editors,2015-11-12,1.1.1,4.0 and up
6164,BG Television,FAMILY,,3,2.8M,500+,False,0.0,Everyone,Entertainment,2017-12-10,1.0,4.1 and up
6165,Cъновник BG,BOOKS_AND_REFERENCE,,13,4.1M,"1,000+",False,0.0,Everyone,Books & Reference,2017-01-21,250,4.0 and up
6166,Auto Background Changer,PHOTOGRAPHY,4.0,35188,6.2M,"1,000,000+",False,0.0,Everyone,Photography,2018-02-22,1.0.11,3.2 and up
6167,Block Gun 3D: Call of Destiny,GAME,3.7,31883,20M,"1,000,000+",False,0.0,Teen,Action,2017-03-23,1.4.3,2.3 and up
6168,BG Remover & Eraser Pro,TOOLS,2.2,4,4.8M,500+,False,0.0,Everyone,Tools,2018-04-03,3.0,2.3 and up
6169,BG Metro - Red voznje,TRAVEL_AND_LOCAL,4.8,89,Varies with device,"1,000+",False,0.0,Everyone,Travel & Local,2017-02-21,Varies with device,Varies with device
6170,BG Cricket,SPORTS,,6,24M,500+,False,0.0,Everyone,Sports,2018-06-14,2.4.4,4.2 and up
6171,BG Guide,TRAVEL_AND_LOCAL,5.0,3,2.4M,100+,False,0.0,Everyone,Travel & Local,2016-11-28,1.1,2.3.3 and up
6172,Bg Radios - Bulgarian radio stations online,FAMILY,,8,13M,"1,000+",False,0.0,Everyone,Entertainment,2018-07-13,1.3.2,4.1 and up
6173,Micro.bg Cloud POS System,BUSINESS,,6,Varies with device,100+,False,0.0,Everyone,Business,2017-07-12,Varies with device,2.0 and up
6174,BG-FLEET,TOOLS,,0,1.8M,10+,False,0.0,Everyone,Tools,2018-07-30,1.0,4.0.3 and up
6175,trip.bg,TRAVEL_AND_LOCAL,4.5,103,9.8M,"1,000+",False,0.0,Everyone,Travel & Local,2018-07-30,8.2.0,4.0.3 and up
6176,Dete.bg,NEWS_AND_MAGAZINES,,0,29M,100+,False,0.0,Everyone,News & Magazines,2017-06-12,1.2,4.1 and up
6177,BLOOD & GLORY: IMMORTALS,GAME,4.3,101762,11M,"1,000,000+",False,0.0,Teen,Action,2015-06-11,2.0.0,3.0 and up
6178,Change photo background,PHOTOGRAPHY,3.8,28660,6.4M,"5,000,000+",False,0.0,Everyone,Photography,2018-03-21,1.0.12,4.0.3 and up
6179,Es-Bg Offline Voice Translator,TRAVEL_AND_LOCAL,,1,87M,10+,False,1.5,Everyone,Travel & Local,2017-03-19,2.55,3.0 and up
6180,Baldur's Gate: Enhanced Edition,FAMILY,4.5,20101,7.8M,"100,000+",False,10.0,Teen,Role Playing,2015-10-02,1.3,3.0 and up
6181,Shadow Fight 2 Special Edition,GAME,4.5,10440,86M,"50,000+",False,5.0,Teen,Action,2018-05-30,1.0.3,4.1 and up
6182,ePazar.bg,SHOPPING,,28,2.1M,"1,000+",False,0.0,Everyone,Shopping,2017-01-07,3.0,3.0 and up
6183,Revita.bg,HEALTH_AND_FITNESS,4.8,10,4.0M,10+,False,0.0,Everyone,Health & Fitness,2018-06-13,3.55,4.0 and up
6184,Background Eraser,PHOTOGRAPHY,4.5,267378,1.9M,"10,000,000+",False,0.0,Everyone,Photography,2015-07-11,1.4.6,4.0 and up
6185,ePay.bg,FINANCE,4.4,2017,2.4M,"100,000+",False,0.0,Everyone,Finance,2018-07-26,2.22,4.1 and up
6186,Top Novini BG,NEWS_AND_MAGAZINES,,2,2.9M,100+,False,0.0,Everyone,News & Magazines,2016-06-14,1.2,4.1 and up
6187,Block Gun 3D: Ghost Ops,GAME,3.9,142693,21M,"5,000,000+",False,0.0,Teen,Action,2018-06-07,1.4.0,2.3 and up
6188,"Music for Youtube - Tube Music BG, Red+",VIDEO_PLAYERS,4.3,47,8.7M,"1,000+",False,0.0,Teen,Video Players & Editors,2017-09-23,1.10,4.2 and up
