,App,Category,Rating,Reviews,Size,Installs,Free,Price_dollars,Content Rating,Genres,Last Updated,Current Ver,Android Ver
10025,WKBW 7 Eyewitness News,NEWS_AND_MAGAZINES,4.0,509,Varies with device,"50,000+",False,0.0,Everyone,News & Magazines,2018-07-05,Varies with device,Varies with device
10026,Web Browser for Android,COMMUNICATION,4.1,55110,4.3M,"1,000,000+",False,0.0,Everyone,Communication,2018-06-20,2.2,4.0 and up
10027,OMG Gross Zit - Date Nightmare,FAMILY,3.7,70105,67M,"10,000,000+",False,0.0,Everyone,Casual,2018-06-06,1.0.3,4.1 and up
10028,Garden Fever - Free!,FAMILY,3.9,13253,12M,"1,000,000+",False,0.0,Everyone,Puzzle,2016-08-09,2.1.080,2.3 and up
10029,GO SMS PRO EMOJI PLUGIN,PERSONALIZATION,3.5,84779,8.5M,"5,000,000+",False,0.0,Everyone,Personalization,2018-06-04,2.4,4.0 and up
10030,Bike Race - Bike Blast Rush,GAME,4.4,83891,48M,"10,000,000+",False,0.0,Everyone,Action,2018-07-19,3.1,4.0 and up
10031,Subway Simulator 3D,FAMILY,4.0,25489,62M,"1,000,000+",False,0.0,Everyone,Simulation,2018-08-06,2.9.0,4.1 and up
10032,XCOM: TBG,FAMILY,4.0,2294,95M,"100,000+",False,0.0,Everyone,Entertainment,2017-01-09,1.2.1,2.3 and up
10033,ETERNITY WARRIORS 2,GAME,4.6,568391,5.2M,"5,000,000+",False,0.0,Teen,Action,2014-07-01,4.3.1,2.1 and up
10034,XE Currency,TRAVEL_AND_LOCAL,4.4,77585,Varies with device,"10,000,000+",False,0.0,Everyone,Travel & Local,2018-07-31,Varies with device,Varies with device
10035,Deus Ex GO,FAMILY,4.5,9699,23M,"100,000+",False,1.0,Teen,Puzzle,2018-07-23,2.1.111374,4.2 and up
10036,ADWLauncher 1 EX,PERSONALIZATION,4.3,28728,2.8M,"500,000+",False,2.5,Everyone,Personalization,2013-07-27,1.3.3.9,1.6 and up
10037,XE Currency Pro,TRAVEL_AND_LOCAL,4.4,1090,Varies with device,"10,000+",False,2.0,Everyone,Travel & Local,2018-05-29,Varies with device,Varies with device
10038,GO Launcher EX UI5.0 theme,PERSONALIZATION,4.3,111634,13M,"5,000,000+",False,0.0,Everyone,Personalization,2014-05-26,2.08,2.0 and up
10039,Device Info Ex Live Wallpaper,PERSONALIZATION,4.1,2645,1.1M,"50,000+",False,1.0,Everyone,Personalization,2015-12-20,11.0.0,2.1 and up
10040,GO Weather EX Theme White,WEATHER,4.2,8723,4.6M,"500,000+",False,0.0,Everyone,Weather,2014-08-27,1.0,2.2 and up
10041,Advanced EX for HYUNDAI,TOOLS,2.7,168,170k,"5,000+",False,5.0,Everyone,Tools,2015-03-14,1.10,1.6 and up
10042,MIUI Style GO Weather EX,WEATHER,4.2,2115,1.1M,"500,000+",False,0.0,Everyone,Weather,2014-07-04,1.3,1.6 and up
10043,Remote EX for NISSAN,COMMUNICATION,2.3,223,1.0M,"5,000+",False,1.5,Everyone,Communication,2014-07-26,1.3,3.0 and up
10044,Ex Explorer : Dual view exproler / file manager,TOOLS,3.9,361,Varies with device,"50,000+",False,0.0,Everyone,Tools,2018-07-12,Varies with device,Varies with device
10045,Get Over Your Ex,DATING,4.1,10,11M,"5,000+",False,0.0,Everyone,Dating,2017-04-12,1.1,4.0.3 and up
10046,Advanced EX for MITSUBISHI,TOOLS,2.9,33,141k,"1,000+",False,5.0,Everyone,Tools,2015-08-21,1.1,1.6 and up
10047,Advanced EX for KIA,TOOLS,3.3,257,160k,"5,000+",False,5.0,Everyone,Tools,2015-03-14,1.4,1.6 and up
10048,Money Manager Ex for Android,FINANCE,4.2,2695,Varies with device,"100,000+",False,0.0,Everyone,Finance,2018-02-26,Varies with device,Varies with device
10049,Airway Ex - Intubate. Anesthetize. Train.,MEDICAL,4.3,123,86M,"10,000+",False,0.0,Everyone,Medical,2018-06-01,0.6.88,5.0 and up
10050,Advanced EX for NISSAN,TOOLS,2.9,164,144k,"5,000+",False,5.0,Everyone,Tools,2015-03-14,1.3,1.6 and up
10051,Advanced EX for FIAT,TOOLS,3.5,138,141k,"5,000+",False,5.0,Everyone,Tools,2015-03-05,1.6,1.6 and up
10052,Advanced EX for RENAULT,TOOLS,2.8,130,143k,"5,000+",False,5.0,Everyone,Tools,2015-03-14,1.1,1.6 and up
10053,EX File Explorer File Manage Pro,PRODUCTIVITY,,1,6.3M,50+,False,2.0,Everyone,Productivity,2017-08-06,1.0,4.0 and up
10054,Aurum Blade EX,FAMILY,4.3,28151,17M,"1,000,000+",False,0.0,Everyone 10+,Role Playing,2015-06-04,1.0.2,2.2 and up
10055,SCI-Ex,HEALTH_AND_FITNESS,3.5,8,7.9M,"1,000+",False,0.0,Everyone,Health & Fitness,2018-06-28,1.0060.b0060,5.0 and up
10056,Papyrus Ex,TOOLS,4.6,1092,190k,"100,000+",False,0.0,Everyone,Tools,2012-06-27,2.3.3,2.1 and up
10057,GLASS GO Launcher EX Theme,PERSONALIZATION,4.2,18280,6.0M,"1,000,000+",False,0.0,Everyone,Personalization,2015-01-08,1.28,1.6 and up
10058,Moonlight GO Weather EX,WEATHER,4.2,11510,3.5M,"1,000,000+",False,0.0,Everyone,Weather,2014-08-28,1.4,2.2 and up
10059,My Ex Girlfriend Comes Back,FAMILY,3.7,3258,26M,"500,000+",False,0.0,Everyone,Casual,2016-03-04,1.0.0,2.3 and up
10060,An Elite Warrior Ex,GAME,4.7,15,93M,100+,False,1.0,Everyone,Adventure,2016-11-21,1.59,4.0.3 and up
10061,Gods Wars Ex : Vampire,FAMILY,3.9,1550,21M,"100,000+",False,0.0,Teen,Role Playing,2017-10-28,1.0.6,3.0 and up
10062,BakaReader EX,BOOKS_AND_REFERENCE,4.3,8894,2.3M,"100,000+",False,0.0,Everyone,Books & Reference,2018-07-23,1.1.51,4.0 and up
10063,Snes9x EX+,GAME,4.4,70351,Varies with device,"5,000,000+",False,0.0,Everyone,Arcade,2018-03-03,Varies with device,Varies with device
10064,X your Ex - Break Up Treatment,HEALTH_AND_FITNESS,4.0,32,64M,"5,000+",False,0.0,Everyone,Health & Fitness,2017-05-20,3.9,4.1 and up
10065,Ex Quotes,LIFESTYLE,4.4,129,8.1M,"50,000+",False,0.0,Everyone 10+,Lifestyle,2018-06-16,3.0.1,4.1 and up
10066,GO Contacts EX Black & Grey,PERSONALIZATION,3.7,21,376k,500+,False,1.0,Everyone,Personalization,2013-09-24,1.0,1.6 and up
10067,CYANOGEN GO Launcher EX Theme,PERSONALIZATION,4.3,60298,13M,"5,000,000+",False,0.0,Everyone,Personalization,2015-01-08,1.38,1.6 and up
10068,Ex Service Taxis,BUSINESS,3.5,15,8.0M,"1,000+",False,0.0,Everyone,Business,2015-10-21,20.7.9.2,2.3 and up
10069,Rejoin Your Ex,SOCIAL,,0,29M,100+,False,0.0,Everyone,Social,2015-05-26,2.0,2.3.3 and up
10070,S.O.L : Stone of Life EX,FAMILY,4.3,171220,42M,"5,000,000+",False,0.0,Everyone 10+,Role Playing,2015-07-28,1.2.6,2.3.3 and up
10071,How To Get Your Ex Back Fast,LIFESTYLE,4.0,22,19M,"5,000+",False,0.0,Everyone,Lifestyle,2018-02-07,15.0,4.0.3 and up
10072,ExDialer PRO Key,COMMUNICATION,4.5,5474,17k,"100,000+",False,4.0,Everyone,Communication,2014-01-15,81,2.1 and up
10073,Volume Control Ex,TOOLS,4.2,5,2.5M,100+,False,1.5,Everyone,Tools,2018-07-30,1.6.2,4.0 and up
10074,Virtual Dice EX,GAME,4.3,40,3.6M,"5,000+",False,0.0,Everyone,Board,2016-03-15,2.8,3.0 and up
10075,Black Theme Go Launcher EX,PERSONALIZATION,4.1,285,3.9M,"50,000+",False,0.0,Teen,Personalization,2017-10-03,5.0,2.3 and up
10076,EY Events,BUSINESS,2.5,31,54M,"10,000+",False,0.0,Everyone,Business,2018-04-04,2.6,4.1 and up
10077,EY GlobalOne,BUSINESS,2.7,11,6.8M,"1,000+",False,0.0,Everyone,Business,2017-11-27,3.1.0,2.2 and up
10078,EY Team Connect,PRODUCTIVITY,,0,38M,50+,False,0.0,Everyone,Productivity,2018-06-08,1.20180531.3,5.0 and up
10079,EY eMentor,FAMILY,,5,44M,500+,False,0.0,Everyone,Education,2016-11-03,1.0.0,4.4 and up
10080,EY Conferences,BUSINESS,,1,30M,"1,000+",False,0.0,Everyone,Business,2018-05-16,5.28,5.0 and up
10081,EY Africa,BUSINESS,,0,8.4M,100+,False,0.0,Everyone,Business,2018-04-09,1.42.180409,4.2 and up
10082,EY TaxChat,FINANCE,1.2,44,27M,"1,000+",False,0.0,Everyone,Finance,2018-04-09,3.24.0,6.0 and up
10083,EY Expenses,FINANCE,,0,10M,"1,000+",False,0.0,Everyone,Finance,2018-07-09,1.1,4.1 and up
10084,EY Tax Briefing,BUSINESS,,3,15M,100+,False,0.0,Everyone,Business,2018-03-21,1.0,4.1 and up
10085,EY Digital Direct,BUSINESS,,0,27M,5+,False,0.0,Everyone,Business,2018-08-03,2.0,6.0 and up
10086,EY India Tax Insights,BUSINESS,4.7,87,5.1M,"10,000+",False,0.0,Everyone,Business,2017-07-15,0.0.1,4.1 and up
10087,EY Forensics,FINANCE,4.9,7,3.4M,"1,000+",False,0.0,Everyone,Finance,2016-06-17,1.0.1,4.0.3 and up
10088,EY India CFO Insights,BUSINESS,4.7,37,10M,"5,000+",False,0.0,Everyone,Business,2018-06-29,1.5,4.1 and up
10089,EY Digital Tax AR,BUSINESS,,2,19M,100+,False,0.0,Everyone,Business,2017-09-29,1.6,4.0 and up
10090,EY Divest,BUSINESS,,0,54M,5+,False,0.0,Everyone,Business,2017-07-11,1.0.0,4.0 and up
10091,EY ATL Fuel Calculator,PRODUCTIVITY,4.4,15,3.1M,500+,False,0.0,Everyone,Productivity,2018-07-21,12,2.1 and up
10092,Fuel Calculator for EY,TOOLS,4.7,32,2.7M,"1,000+",False,0.0,Everyone,Tools,2018-06-15,1.11,2.1 and up
10093,EY Digi India Personal Tax,BUSINESS,4.0,2,1.7M,100+,False,0.0,Everyone,Business,2018-05-24,5.0,4.0.3 and up
10094,EY Catalyst Reader,BUSINESS,,1,8.4M,5+,False,0.0,Everyone,Business,2018-04-10,1.2.1,5.0 - 7.1.1
10095,Pink Guy - Ey B0ss,FAMILY,4.7,13,1.2M,500+,False,0.0,Everyone,Entertainment,2016-05-04,1.0,4.0.3 and up
10096,EY Staff ENTERTAINER,LIFESTYLE,4.3,218,19M,"10,000+",False,0.0,Everyone,Lifestyle,2017-01-16,1.0.3,2.3 and up
10097,EY EMEIA Diversity & Inclusion,BUSINESS,,4,12M,500+,False,0.0,Everyone,Business,2016-11-25,1.0.0,4.4 and up
10098,Ey Sey Storytime រឿងនិទានតាឥសី,FAMILY,4.7,1327,44M,"10,000+",False,0.0,Everyone,Education;Education,2017-05-18,1.2.2,4.0.3 and up
10099,EY Football,SPORTS,,0,26M,10+,False,0.0,Everyone,Sports,2017-08-14,1.0,4.1 and up
10100,Eyes - The Scary Horror Game Adventure,GAME,4.4,499483,99M,"10,000,000+",False,0.0,Teen,Adventure,2018-08-02,5.6.14,4.1 and up
10101,Amleen Ey,SOCIAL,,0,19M,1+,False,0.0,Everyone,Social,2017-07-24,1.0,4.1 and up
10102,EY Events Switzerland,PRODUCTIVITY,,1,18M,500+,False,0.0,Teen,Productivity,2018-06-29,7.17.2.3,5.0 and up
10103,EY TaxLaw NL,BUSINESS,,9,3.3M,100+,False,0.0,Everyone,Business,2018-07-03,3.0.1,4.1 and up
10104,EY-Parthenon,BUSINESS,,1,30M,5+,False,0.0,Everyone,Business,2018-06-25,5.30.01,5.1 and up
10105,EY Belgium Inhouse Day 2018,EVENTS,,0,24M,10+,False,0.0,Everyone,Events,2018-05-14,18.4.8.0,4.1 and up
10106,Tenh Ey,SHOPPING,,0,4.5M,10+,False,0.0,Everyone,Shopping,2017-03-31,1.0.1,4.4 and up
10107,EY Oil & Gas,BUSINESS,4.6,20,15M,"1,000+",False,0.0,Everyone,Business,2017-10-12,1.4.36,4.0.3 and up
10108,Coupe Adhémar EY 2017,SOCIAL,,6,10M,50+,False,0.0,Teen,Social,2016-12-26,1.3,4.1 and up
10109,哈哈姆特不EY,COMMUNICATION,,239,18M,"10,000+",False,0.0,Everyone,Communication,2018-07-31,1.3.4,4.4 and up
10110,Adhenarcos - Coupe Adhemar EY 2018,FAMILY,,0,13M,100+,False,0.0,Teen,Entertainment,2018-01-10,1.0,4.1 and up
10111,Third Eye,TOOLS,4.4,19877,4.5M,"1,000,000+",False,0.0,Everyone,Tools,2018-01-07,1.1.6,4.0 and up
10112,Sudoku Master,GAME,4.4,58387,3.3M,"1,000,000+",False,0.0,Everyone,Word,2013-12-13,1.1.2,2.1 and up
10113,Jungle Monkey Run,GAME,4.4,54082,21M,"10,000,000+",False,0.0,Everyone,Adventure,2018-07-11,1.6.8,4.0.3 and up
10114,Hey That's Pretty Good!,TOOLS,4.6,222,10M,"10,000+",False,0.0,Everyone,Tools,2016-07-29,4.2.0,2.3 and up
10115,Everbridge,COMMUNICATION,3.1,497,36M,"100,000+",False,0.0,Everyone,Communication,2018-07-17,8.6.2,4.4 and up
10116,I am Dentist - Save my Teeth,FAMILY,4.3,7443,33M,"100,000+",False,0.0,Everyone,Casual,2016-09-29,1.0.11,3.0 and up
10117,Best Auto Call Recorder Free,COMMUNICATION,3.7,7,4.3M,500+,False,0.0,Everyone,Communication,2017-10-02,2.1,4.1 and up
10118,FilterGrid - Cam&Photo Editor,PHOTOGRAPHY,4.6,126338,9.6M,"1,000,000+",False,0.0,Everyone,Photography,2017-03-15,2.0.5,4.0 and up
10119,EyPools,HOUSE_AND_HOME,,2,656k,100+,False,0.0,Everyone,House & Home,2017-11-24,1.3,4.0 and up
10120,Etihad Airways,TRAVEL_AND_LOCAL,4.1,3674,61M,"500,000+",False,0.0,Everyone,Travel & Local,2018-07-09,1.8.1 (41),5.0 and up
10121,Beach Volleyball 3D,SPORTS,4.2,43191,14M,"5,000,000+",False,0.0,Everyone,Sports,2018-01-10,1.0.3,2.1 and up
10122,Organizer,PRODUCTIVITY,4.4,936,5.4M,"50,000+",False,3.0,Everyone,Productivity,2018-06-17,2.96,4.0 and up
10123,EZ Video Download for Facebook,SOCIAL,4.1,34079,1.3M,"1,000,000+",False,0.0,Teen,Social,2017-03-14,2.001,4.0.3 and up
10124,EZCast – Cast Media to TV,VIDEO_PLAYERS,3.6,32112,Varies with device,"1,000,000+",False,0.0,Everyone,Video Players & Editors,2018-07-04,Varies with device,Varies with device
10125,EZ Cleaner - Booster Optimizer,TOOLS,4.4,6801,2.8M,"500,000+",False,0.0,Everyone,Tools,2018-01-08,1.3.1,4.0.3 and up
10126,EZ PZ RPG,FAMILY,3.8,70903,47M,"1,000,000+",False,0.0,Everyone 10+,Role Playing,2016-10-27,2.164.4,2.3 and up
10127,EZ Receipts,FINANCE,4.0,2187,Varies with device,"100,000+",False,0.0,Everyone,Finance,2018-08-01,Varies with device,Varies with device
10128,EZ Thanks,BUSINESS,3.2,116,Varies with device,"10,000+",False,0.0,Everyone,Business,2018-06-13,Varies with device,Varies with device
10129,EZ Inspections,PRODUCTIVITY,2.8,160,7.6M,"10,000+",False,0.0,Everyone,Productivity,2018-07-27,4.5.24,4.2 and up
10130,EZ-ELD Update,AUTO_AND_VEHICLES,3.1,14,4.6M,"1,000+",False,0.0,Everyone,Auto & Vehicles,2018-02-09,16.00,4.3 and up
10131,EZ Display,PRODUCTIVITY,2.9,280,10.0M,"50,000+",False,0.0,Everyone,Productivity,2014-11-14,1.0.0.457,4.0 and up
10132,EZ Web Video Cast | Chromecast,VIDEO_PLAYERS,4.1,1276,4.6M,"100,000+",False,0.0,Everyone,Video Players & Editors,2017-12-14,1.0,4.4 and up
10133,ez Share Android app,PHOTOGRAPHY,3.3,1461,13M,"100,000+",False,0.0,Everyone,Photography,2017-08-31,3.2.6,2.3 and up
10134,EZ File Manager(Root Explorer),PRODUCTIVITY,3.5,626,1.2M,"100,000+",False,0.0,Everyone,Productivity,2015-06-23,1.1,3.2 and up
10135,EZ Launcher,PERSONALIZATION,4.2,18926,2.9M,"1,000,000+",False,0.0,Everyone,Personalization,2013-09-28,0.5.2 beta,2.2 and up
10136,EZ-SEE,VIDEO_PLAYERS,2.8,71,10M,"10,000+",False,0.0,Everyone,Video Players & Editors,2018-07-18,3.08,5.0 and up
10137,EZ-ELD Driver App (Free),AUTO_AND_VEHICLES,2.1,83,4.8M,"5,000+",False,0.0,Everyone,Auto & Vehicles,2018-07-29,1.0.12,4.3 and up
10138,Ez Mirror Match,GAME,4.4,3344,36M,"500,000+",False,0.0,Everyone,Arcade,2018-01-03,2.1,4.0 and up
10139,EZ Notes Lite,PRODUCTIVITY,4.4,69,3.5M,"1,000+",False,0.0,Everyone,Productivity,2016-07-08,2.79,4.0 and up
10140,EZ Bluetooth,TOOLS,4.2,789,Varies with device,"50,000+",False,0.0,Everyone,Tools,2014-08-05,Varies with device,Varies with device
10141,Dream EZ,HEALTH_AND_FITNESS,4.1,107,50M,"10,000+",False,0.0,Everyone,Health & Fitness,2016-03-24,1.0.0,3.0 and up
10142,Ez Texting,BUSINESS,3.3,49,51k,"10,000+",False,0.0,Everyone,Business,2012-01-18,0.59,2.1 and up
10143,EZ TV Player,VIDEO_PLAYERS,3.5,51,11M,"10,000+",False,0.0,Everyone,Video Players & Editors,2018-06-26,8.0.9,5.0 and up
10144,EZ-GUI Ground Station,TOOLS,4.7,3696,29M,"50,000+",False,0.0,Everyone,Tools,2017-08-10,4.5,4.3 and up
10145,Ez iCam,PHOTOGRAPHY,3.1,7300,46M,"1,000,000+",False,0.0,Teen,Photography,2018-01-12,V4.1.0,5.0 and up
10146,E-Z App™ Train Control,TOOLS,4.3,33,46M,"1,000+",False,0.0,Everyone,Tools,2016-12-06,1.0,4.3 and up
10147,EZ App Installer,TOOLS,4.1,533,1.4M,"100,000+",False,0.0,Everyone,Tools,2017-07-22,1.4.13,4.0 and up
10148,EZ Clock & Weather Widget,WEATHER,4.2,6849,1.2M,"1,000,000+",False,0.0,Everyone,Weather,2014-03-05,v1.9.6 beta 1,2.1 and up
10149,EZ Pass,TOOLS,2.5,15,228k,"5,000+",False,0.0,Everyone,Tools,2016-09-10,1.3,2.3 and up
10150,EZ Usenet for Easynews®,VIDEO_PLAYERS,3.9,244,Varies with device,"10,000+",False,0.0,Everyone,Video Players & Editors,2016-06-23,Varies with device,Varies with device
10151,EZ View,BUSINESS,3.0,287,9.8M,"50,000+",False,0.0,Everyone,Business,2015-10-26,1.0.0.32,4.0 and up
10152,EZ TAG Express,TRAVEL_AND_LOCAL,3.2,86,39M,"10,000+",False,0.0,Everyone,Travel & Local,2018-05-17,2.5.186032,4.4 and up
10153,EZ Wifi Notification,COMMUNICATION,4.3,260,193k,"10,000+",False,0.0,Everyone,Communication,2014-08-11,1.8,2.2 and up
10154,EZ-VPNGate,TOOLS,4.3,36,12M,"5,000+",False,0.0,Everyone,Tools,2017-08-21,1.0.7,4.0.3 and up
10155,EZ Switch Widget,PRODUCTIVITY,4.2,2412,192k,"100,000+",False,0.0,Everyone,Productivity,2012-09-27,0.1.8 beta,2.2 and up
10156,EZ-Builder Mobile,FAMILY,4.3,51,57M,"5,000+",False,0.0,Everyone,Education,2018-04-02,2018.04.02.00,3.0 and up
10157,EZ LED,TOOLS,2.2,19,2.1M,"1,000+",False,0.0,Everyone,Tools,2017-09-05,1.1,4.3 and up
10158,F&M Bank - EZ Banking,FINANCE,3.9,49,3.9M,"10,000+",False,0.0,Everyone,Finance,2017-02-24,3.34.0+1702241319.a,4.1 and up
10159,My EZ-Link Mobile,LIFESTYLE,2.8,3187,11M,"100,000+",False,0.0,Everyone,Lifestyle,2017-01-27,1.0.11,4.0 and up
10160,EZ Financial Calculator,FINANCE,4.4,32,2.3M,"1,000+",False,0.0,Everyone,Finance,2018-01-13,2.3,4.4 and up
10161,EZ Quran,BOOKS_AND_REFERENCE,4.6,595,8.5M,"50,000+",False,0.0,Everyone,Books & Reference,2016-06-28,6.0,4.1 and up
10162,EZ Screenshot,TOOLS,4.4,55,1.4M,"5,000+",False,0.0,Everyone,Tools,2017-09-12,1.1.4,5.0 and up
10163,EZ Utilities Extension,TOOLS,3.9,33,473k,"5,000+",False,0.0,Everyone,Tools,2016-05-05,9.0,6.0 and up
10164,EZ-Placard - Free Placard Calculator,TOOLS,2.9,7,2.4M,"1,000+",False,0.0,Everyone,Tools,2017-10-26,2,4.1 and up
10165,EZ game screen recorder with audio 1080P,VIDEO_PLAYERS,4.1,40,3.9M,"1,000+",False,0.0,Everyone,Video Players & Editors,2017-07-13,1.0.0,5.0 and up
10166,FA Player Essentials,SPORTS,5.0,7,68M,100+,False,0.0,Everyone,Sports,2018-07-23,1.6.0,4.0.3 and up
10167,HTC Sense Input - FA,TOOLS,4.6,1420,1.6M,"100,000+",False,0.0,Everyone,Tools,2015-11-09,1.0.606863,5.0 and up
10168,"FEABIE: Feedees, BBW, BHM & FA",DATING,3.7,1212,Varies with device,"100,000+",False,0.0,Mature 17+,Dating,2018-02-16,4.4.1,4.1 and up
10169,Test Server SMS FA,COMMUNICATION,,0,1.8M,5+,False,0.0,Everyone,Communication,2018-07-27,1.0,4.0.3 and up
10170,"Messages, Text and Video Chat for Messenger",SOCIAL,4.4,49580,4.0M,"10,000,000+",False,0.0,Everyone,Social,2018-06-04,1.24,4.1 and up
10171,All Social Networks,SOCIAL,4.2,22650,1.5M,"1,000,000+",False,0.0,Everyone,Social,2018-05-21,2.4.12,4.0 and up
10172,Facebook Face to Face Events,BUSINESS,4.4,4518,26M,"1,000,000+",False,0.0,Everyone,Business,2018-03-01,1.5,4.1 and up
10173,FA Part 1 & 2 Past Papers Solved Free – Offline,BOOKS_AND_REFERENCE,3.9,46,3.0M,"5,000+",False,0.0,Everyone,Books & Reference,2018-04-30,1.1,4.0 and up
10174,CNY Slots : Gong Xi Fa Cai 发财机,GAME,3.6,33,71M,"5,000+",False,0.0,Teen,Casino,2017-06-06,1.2,4.0.3 and up
10175,Il Coccodrillo Come Fa,FAMILY,3.4,17,246k,"1,000+",False,0.0,Everyone,Entertainment,2014-11-21,1.0,4.0 and up
10176,Hertfordshire FA,SPORTS,,0,3.6M,500+,False,0.0,Everyone,Sports,2017-01-18,1.3,4.0.3 and up
10177,Farsi Keyboard,TOOLS,4.3,9716,1.3M,"1,000,000+",False,0.0,Everyone,Tools,2018-04-10,4.7,4.0 and up
10178,Premier League - Official App,SPORTS,4.3,63782,24M,"5,000,000+",False,0.0,Everyone,Sports,2018-08-07,1.1.5,4.1 and up
10179,Golden HoYeah Slots - Real Casino Slots,GAME,4.4,201537,68M,"5,000,000+",False,0.0,Teen,Casino,2018-08-01,2.1.7,4.0.3 and up
10180,Dio Fa Cose,FAMILY,,35,1.3M,"1,000+",False,0.0,Everyone,Entertainment,2018-03-15,1.0,2.3.3 and up
10181,FaFaFa™ Gold Casino: Free slot machines,GAME,4.3,11051,44M,"1,000,000+",False,0.0,Teen,Casino,2018-06-25,1.9.58,4.0.3 and up
10182,Messenger Messenger,SOCIAL,4.3,38826,7.0M,"10,000,000+",False,0.0,Everyone,Social,2018-08-07,1.6,4.1 and up
10183,F.A Sumon songs,FAMILY,,6,5.4M,"1,000+",False,0.0,Everyone,Entertainment,2018-03-18,1.1,4.1 and up
10184,NCLEX-RN Q&A FLASH CARDS - FA Davis,MEDICAL,,2,7.6M,"1,000+",False,0.0,Everyone,Medical,2018-07-19,2.7.6,5.0 and up
10185,LEADS FA,FINANCE,,31,14M,"1,000+",False,0.0,Everyone,Finance,2017-10-17,1.0,4.1 and up
10186,Farm Heroes Saga,FAMILY,4.4,7615646,71M,"100,000,000+",False,0.0,Everyone,Casual,2018-08-07,5.2.6,2.3 and up
10187,All AJK Board Matric Fa Fsc Results,FAMILY,,0,2.6M,10+,False,0.0,Everyone,Education,2018-07-22,1.0,4.0 and up
10188,ESPN Fantasy Sports,SPORTS,4.0,176487,10M,"5,000,000+",False,0.0,Everyone,Sports,2017-11-21,5.3.0,4.4 and up
10189,Heart of Vegas™ Slots – Free Slot Casino Games,GAME,4.5,264282,48M,"10,000,000+",False,0.0,Teen,Casino,2018-07-12,3.10.43,4.0.3 and up
10190,Fallout Shelter,FAMILY,4.6,2721923,25M,"10,000,000+",False,0.0,Teen,Simulation,2018-06-11,1.13.12,4.1 and up
10191,Authy 2-Factor Authentication,TOOLS,4.3,15070,6.3M,"1,000,000+",False,0.0,Everyone,Tools,2018-07-30,23.2.7,4.0.3 and up
10192,Facejjang,PHOTOGRAPHY,4.1,100179,96M,"10,000,000+",False,0.0,Everyone,Photography,2018-05-17,2.52,4.0.3 and up
10193,Block Puzzle - Wood Legend,FAMILY,4.4,318867,10M,"10,000,000+",False,0.0,Everyone,Puzzle,2018-07-06,26.0,4.0.3 and up
